content,keywords,rating,satisfaction,date,year,month,season,text_len
처음 이 책을 봤을 때 제목이 신선해서 눈길이 가고 내용이 재밌어서 몇번 읽게되었습니다 그동안 가끔식 또는 자주 꾸었던 꿈을 한 번도 깊게 생각해본적이 없었던 저로써는 너무 재밌었습니다 심지어는 제가 기억에 남는 꿈 중에 하나가 책과 유사한 내용인 것을 발견했을 때는 놀라움을 감추지 못했습니다 저처럼 신박하고 창의적인 소설책을 좋아하는 분들에게는 아주 딱 걸맞는 책일 것입니다 읽다보면 시간 가는줄 모르고 계속 읽게됩니다 그러나 저는 마지막 결말이 살짝 아쉬운 부분이 있었습니다 끝나는 부분이 마침을 끝내지 못하고 뒤에 이어질꺼만 같은 기분을 주어서 찝찝한 느낌이 들었습니다 하지만 앞 내용이 튼튼해서 그런지 이런 기분도 금방 사그러들었습니다 이미예 작가님 다른 책들도 읽어 보고싶습니다,처음 보다 제목 신선하다 눈길 가다 내용 재밌다 몇번 읽다 되어다 그동안 가끔 또는 자주 꾸다 깊다 생각 해보다 없다 로써 너무 재밌다 심지어 기억 남다 하나 유사하다 내용 발견 놀라다 감추다 박하 창의 소설 좋아하다 아주 맞다 책일 이다 읽다 보다 시간 가다 모르다 계속 읽다 되다 마지막 결말 살짝 아쉽다 부분 끝나다 부분 마침 끝내다 이어지다 같다 기분 주어 찝찝하다 느낌 들다 내용 튼튼하다 그렇다 이렇다 기분 금방 그렇다 들다 이미 작가 다른 읽다 보다,5,Positive,2020-12-02,2020,12,Winter,385
꿈이라는 단어는 잠깐자다깬 잠시 동안 머무르는세계라고 생각한다 근데 그꿈을 통해서 미래도 현재도 과거도 누릴수 있는 나만의 세계란걸 이책을 통해 알게되었다 과거는 잊고 싶은 날 현재는 미래가 오는 두려움 미래는 나의 나중의 모습을 나타내서 난 싫었지만 이책을 통해서 꿈이라는 단어가 생소하지만 내게는 또다른 꿈과 모든걸을 보여줄수있는 모든거라고 생각했다 달라구트 꿈백화점 강력추천 처,단어 잠깐 깨다 잠시 동안 머무르다 생각 근데 통해 미래 현재 과거 누리다 계란 통해 되어다 과거 잊다 싶다 현재 미래 오다 두려움 미래 나중 모습 나타내다 싫다 통해 단어 생소하다 내다 보여주다 생각 달라 구트 백화점 강력 추천,5,Positive,2020-12-02,2020,12,Winter,214
꿈에 대한 기발한접근에 놀랐습니다 계절적으로나 시기적으로도 읽기 좋은 책이었습니다 뻔할 수 있는 내용들도 있었지만 책 내용과 잘 어우러졌다고 생각합니다 잘 읽었습니다,대한 기발하다 접근 놀라다 계절 기적 읽다 좋다 이다 뻔하다 내용 내용 자다 어우러지다 생각 자다 읽다,5,Positive,2020-12-02,2020,12,Winter,92
역시 베스트셀러,역시 베스트셀러,5,Positive,2020-11-20,2020,11,Fall,8
후 진짜 오만과펀견 이후로 제 인생소설 만났습니다 상상하면서 읽는 재미가 있고 작가님의 꿈에 대한 아이디어가 돋보이는 책입니다 읽는내내 너무 재밌고 술술 읽혀서 한장 한장 넘기는게 아까울 정도에요 추천합니다,진짜 오만 펀견 이후 인생 소설 만나다 상상 읽다 재미 작가 대한 아이디어 돋보이다 이다 읽다 너무 재밌다 술술 읽히다 한장 한장 넘기다 아깝다 정도 추천,5,Positive,2020-11-18,2020,11,Fall,115
시간 가는 줄 모르고 한 권을 금방 읽어버렸어요 묘사된 문장 하나하나 상상력이 높아지는 느낌,시간 가다 모르다 금방 읽다 버리다 묘사 되다 문장 하나 하나 상상력 높아지다 느낌,5,Positive,2020-11-17,2020,11,Fall,51
너무재밌어서 조금씩 꼼꼼히 아껴읽고있어요 판타지 너무 좋아하는데 외국책을 번역한게 항상아쉬웠어요 근데 이건 작가님이 한국분이시니깐 억색한 부분없이 너무 술술 잘 읽혀요 정말 아껴서보려고 노력중이에요,너무 재밌다 조금씩 꼼꼼하다 아끼다 읽다 판타지 너무 좋아하다 외국 번역 항상 아쉽다 근데 작가 한국 부분 없이 너무 술술 자다 읽히다 정말 아끼다 보다 노력,5,Positive,2020-11-15,2020,11,Fall,110
책을 읽는 동안 행복했어요 창의적이고 독특한 구성도 좋았지만 일상의 이야기와 자연스럽게 녹아내리며 따뜻한 위로를 전해주는 책이었어요 왜 어른들을 위한 동화라고 하는지 와 닿았습니다 잔잔한 감동이 밀려드는 따뜻한 시간이었습니다,읽다 동안 행복하다 창의 독특하다 구성 좋다 일상 이야기 자연 녹아내리다 따뜻하다 위로 해주다 이다 어른 동화 오다 닿다 잔잔하다 감동 밀리다 들다 따뜻하다 시간 이다,5,Positive,2020-11-15,2020,11,Fall,125
이 책은 쉽고 잘 읽히는 책이며 처음으로 리뷰하게 만든 책이네요 꿈을 사고 판다는 내용이 참신했으며 소소한 감동도 있고 캐릭터들의 스타일도 좋았어요 속편도 나왔으면 좋겠고 영화로도 나오면 어떨까하는 생각을 하게해준 소설이었어요 좋은 꿈 잘 봤어요,쉬다 자다 읽히다 처음 리뷰 만들다 사고 판다 내용 참신하다 소소하다 감동 캐릭터 스타일 좋다 속편 나오다 좋다 영화로 나오다 어떻다 생각 해주다 소설 이다 좋다 자다 보다,5,Positive,2020-11-14,2020,11,Fall,137
처음엔 그냥 환타지적인건가 싶었는데 읽을수록 마음에 남는 무언가가 있습니다 가볍지만 집중하게 만드는 누구에게나 추천할만한 책입니다,처음 그냥 환타지 건가 싶다 읽다 마음 남다 무언가 가볍다 집중 만들다 누구 추천 이다,5,Positive,2020-11-13,2020,11,Fall,72
따뜻하고 위로가 돼요 처음부터 끝까지 따뜻한데 유치하지 않아 좋았네요,따뜻하다 위로 돼다 처음 따뜻하다 유치하다 않다 좋다,5,Positive,2020-11-12,2020,11,Fall,38
읽고나서 정말 오랜만에 내안에 소년을 마주했다,읽다 정말 소년 마주,5,Positive,2020-11-11,2020,11,Fall,25
딸아이와 함께 읽으려고 주문했어요 딸아이가 먼저 읽고 있는데 너무나 재미있다고 하네요,딸아이 함께 읽다 주문 딸아이 먼저 읽다 너무나 재미있다,5,Positive,2020-11-11,2020,11,Fall,47
와이프한테 선물하려고 구매했어요,와이프 선물 구매,5,Positive,2022-11-22,2022,11,Fall,17
하아 괜히 샀다,괜히 사다,2,Negative,2021-10-08,2021,10,Fall,8
지인이 추천 하길래 구매했습니다 표지가 이쁘네요,지인 추천 구매 표지 이쁘다,5,Positive,2021-07-20,2021,7,Summer,26
책 속 내용처럼 꿈을 꾸고 난 후에 요금을 지불하는 후불제처럼 지금 리뷰를 작성하는 건 이 책을 읽고난 후 지불하는 제 읽음가격입니다 31의 나이에서 아직도 생각으로만 흩어진 것들이 이 책을 통해서 말로 표현할 수 있게 되는 게 있어 너무 좋았습니다 기발하다라는 기분으로 책 요금을 크게 지불하고 싶네요 부담이실 수 있는데 다음 작품 기대하겠습니다 일주일 조금 넘게 병원에 입원해서 마음이 어두워질 무렵 좋은 책으로 수술도 이겨내고 있습니다 감사합니다,내용 꾸다 요금 지불 후불 처럼 지금 리뷰 작성 읽다 지불 읽다 가격 이다 나이 아직도 생각 흩어지다 통해 말로 표현 되다 너무 좋다 기발하다 기분 요금 크게 지불 싶다 부담 다음 작품 기대하다 일주일 조금 넘다 병원 입원 마음 어두워지다 무렵 좋다 수술 이기다 감사하다,5,Positive,2021-04-08,2021,4,Spring,252
줄거리에 이끌려 주문했는데 내용에 집중을 못하겠더라고요 그래도 꾸준히 읽어보려해요,줄거리 이끌다 주문 내용 집중 그래도 꾸준하다 읽다 보다,4,Positive,2021-03-14,2021,3,Spring,45
한국의 해리포터라고 불리는 베스트셀러라길래 기대가 많이 컸어요 그런데 기대가 커서 그랬는지는 모르겠지만 그 정도는 아닌듯 싶어요 재미 없는건 아니지만 제가 읽었던 책들 중에 더 재미있는 책들이 많은듯 싶어요,한국 해리포터 불리다 베스트셀러 기대 많이 크다 기대 커서 그렇다 모르다 정도 아니다 싶다 재미 없다 아니다 읽다 재미있다 많다 싶다,4,Positive,2021-02-27,2021,2,Winter,115
냉정하게는 50점 정도 책 좀 읽어본 분들이면 부족한 문장력이 조금 아쉽게 느껴지실 거에요 한국에서 이만한 판타지 소설이 나온건 박수쳐줄만 하지만 첫 설정을 제외하고 상상되는 무드는 어디선가 본듯한 것을 흉내낸 느낌이긴 합니다 그럼에도 잘 읽히긴 해요 너무 큰 기대 없이 가볍게 청소년 소설정도 수준으로 읽을 법 합니다 아주 무겁지 않으면서 나쁘지 않는 소재라 가벼운 지인 선물용으로는 좋을 것 같아요,냉정하다 정도 읽다 보다 이면 부족하다 문장 조금 아쉽다 느껴지다 한국 이만 판타지 소설 나오다 박수 치다 설정 제외 상상 되다 들다 어디 흉내 내다 느끼다 그렇다 자다 읽히다 너무 크다 기대 없이 가볍다 청소년 소설 정도 수준 읽다 아주 무겁다 않다 나쁘다 않다 소재 가볍다 지인 선물 좋다 같다,3,Neutral,2021-01-31,2021,1,Winter,224
좋은 소설 이유가 있다 1위는,좋다 소설 이유,5,Positive,2020-11-29,2020,11,Fall,16
빨리 읽으셨다눈분들 많으신데 저는 진도를 못빼고 있네요 잘 안읽히지만 다시한번 도전해볼께욥,빨리 읽다 많다 진도 빼다 자다 읽히다 다시 한번 도전 해보다,3,Neutral,2020-11-09,2020,11,Fall,50
3년 정도 책 읽기가 힘들었는데 이 책은 순식간에 잘 읽었습니다,정도 읽다 힘들다 순식간 자다 읽다,4,Positive,2020-10-28,2020,10,Fall,35
꿈을 사고 판 다는게 참 생소하면서도 신선해서 구입해 읽었는데 신규직원이 채용되고 에피소드들이 엮어서 구성된 소설이였는데 꿈에 대해 삶에 대해 다시 한번 생각해보게 하는 감동과 재미가 있는 책이였어요,사고 달다 차다 생소하다 신선하다 구입 읽다 신규 직원 채용 되다 에피소드 엮어 구성 되다 소설 이다 대해 대해 다시 한번 생각 해보다 감동 재미 이다,4,Positive,2020-10-22,2020,10,Fall,111
소재가 독특하고 캐릭터들도 각자 특성이 있어서 즐겁게 읽었어요 에피소들이 하나하나 따뜻해서 좋았습니다,소재 독특하다 캐릭터 각자 특성 즐겁다 읽다 에피 하나 하나 따뜻하다 좋다,4,Positive,2020-09-15,2020,9,Fall,56
재미있어 시간 가는줄 몰라요,재미있다 시간 가다 모르다,5,Positive,2022-11-27,2022,11,Fall,15
저희 언니가 니 저책 재밌나보네 니 원래 책 다 안읽잖아 근데 이번엔 다 읽겠다 라고 말할정도로 진짜 재밌었어요 사실 제가 꿈을 진짜 안꾸는편이라서 내가 이책에 공감을 할까 이랬는데 그래도 전부터 사고싶었던 책이라 샀는데 진짜 너무 재밌고 그래서 오늘 2권도 구매했습니다 진짜 현실속에서도 달러구트 백화점이 있다면 좋을것같다는 생각을 했어요 이 각박한 현실속에서 저런 꿈이라도 꾸면 그래도 좀 낫지않을까 생각을 잠시 했습니다 작가님 또 다른작품도 내주세요 너무 재밌어서 가족들과 친구들에게도 추천한 책입니다 감사합니당,저희 언니 재밌다 보다 원래 읽다 근데 이번 읽다 정도 진짜 재밌다 사실 진짜 꾸다 편이 공감 그래도 사다 사다 진짜 너무 재밌다 그래서 오늘 구매 진짜 실속 달러 구트 백화점 좋다 같다 생각 각박하다 실속 저런 꾸다 그래도 않다 생각 잠시 작가 작품 내주다 너무 재밌다 가족 친구 추천 이다 감사하다,5,Positive,2021-08-11,2021,8,Summer,289
전 아직 읽어보지 못했지만 6학년 아들은 재미있다네요,아직 읽다 보지 학년 아들 재미있다,4,Positive,2021-08-10,2021,8,Summer,29
현실이 어렵고 힘든 사람들이 잠에 들어 꿈을 꾸고 꿈을 펼치게 된다는 이야기 흥미롭고 따뜻하다 2편도 어서 읽고 싶다,현실 어렵다 힘드다 사람 들다 꾸다 펼치다 되다 이야기 흥미 따뜻하다 편도 어서 읽다 싶다,5,Positive,2021-08-04,2021,8,Summer,65
가벼운 마음으로 읽기 좋아요 인생을 되돌아보게 된다거나 새로운걸 알게 되는 그런 류의 책은 아니에요 딱히 악역도 없고 아름다운 세상에 즐거운 하루를 보내는 페니에게 빙의해 기분좋게 읽을 수 있는 그런 책입니다,가볍다 마음 읽다 좋다 인생 되돌아보다 되다 새롭다 되다 그렇다 아니다 딱하다 악역 없다 아름답다 세상 즐겁다 하루 보내다 페니 빙의 기분 좋다 읽다 그렇다 이다,5,Positive,2021-07-12,2021,7,Summer,116
정말 특별한 엄청난 에피소드가 있는 것도 아닌데 정말 시간 가는 중 모르고 책을 읽게되었던 것 같아요 정말 최고 완전 추천합니다,정말 특별하다 엄청나다 에피소드 아니다 정말 시간 가다 모르다 읽다 되어다 같다 정말 최고 완전 추천,5,Positive,2021-07-05,2021,7,Summer,71
가볍게 읽을 수 있어요 많이 들은 내용인것 같지만 또 아닌것도 같은 그런 책인것 같아요,가볍다 읽다 많이 들다 내용 같다 아니다 같다 그렇다 같다,5,Positive,2021-06-10,2021,6,Summer,48
E북으로 생각지않게 읽었는데 따뜻하고 기발한 착한 소설 너무 잘 읽었어요,생각 않다 읽다 따뜻하다 기발하다 착하다 소설 너무 자다 읽다,5,Positive,2021-05-25,2021,5,Spring,40
호불호가 있을것 같아요 좋아하는 분야라면 나쁘지 않을것 같아요,호불호 같다 좋아하다 분야 라면 나쁘다 않다 같다,5,Positive,2021-05-13,2021,5,Spring,34
동화같고 순수합니다 스트레스 안 받고 술술 읽었어요,동화 같다 순수하다 스트레스 받다 술술 읽다,4,Positive,2021-05-02,2021,5,Spring,28
저는 제 상황들과 여러면에서 공감가는 부분이 많아서 너무 좋았어요 많이 생각하지 않고 편안하게 읽을 수 있는 책 이였습니다,상황 공감 가다 부분 많다 너무 좋다 많이 생각 않다 편안하다 읽다 이다,5,Positive,2021-04-12,2021,4,Spring,68
쉬운 내용으로 잘 읽혔어요 낮잠자거나 밤잠자기전에 상상도 많이 하게되고 내용 자체는 쉬웠네용 후기가 안좋은 후기도 많은데 저는 나름 만족했어요 킬링타임용으로 소소하게 읽을수 있던 책이었습니다,쉽다 내용 자다 읽히다 낮잠 자다 밤잠 기전 상상 많이 내용 자체 쉽다 후기 안좋다 후기 많다 나름 만족하다 킬링타임 소소하다 읽다 이다,5,Positive,2021-04-12,2021,4,Spring,106
내용이 재밌다고 들어서 의심하며 읽었는데 진짜 재밌고 고휸도 주는 내용이네요 이십대의 내가 읽기에는 너무 영한가 했는데 그것도 아니였어요 추천합니다,내용 재밌다 들어서다 의심 읽다 진짜 재밌다 고휸 주다 용이 대의 읽다 너무 영하 그것 아니다 추천,5,Positive,2021-04-09,2021,4,Spring,82
책을 쳐다도 안보다가 시간 여유가 많이 생기게 되어 문득 생각나서 끌리는 대로 장바구니에 담은 책들 중 하나 담겨진 책들 중에서 제일 먼저 읽게 되었어요 가볍게 기분 좋게 자기전에 읽기 좋은 책 저도 꿈을 사고 싶네용,치다 안보 다가 시간 여유 많이 생기 되어다 문득 생각나다 끌리다 대로 장바구니 담다 하나 담기다 제일 먼저 읽다 되어다 가볍다 기분 좋다 자다 읽다 좋다 사고 싶다,5,Positive,2021-04-01,2021,4,Spring,121
꿈을 믿는사람 안믿는사람중 나는 꿈을 믿는 사람 꿈을 꾸고 싶은것만 꾸면 얼마나 좋을까라는 생각도하며 읽고 읽으면서 작은 위로를 많이 받았다 무엇보다 책장을 넘길때마다 더 집중하고 보게되는 마약같은 책 강추,믿다 사람 믿다 사람 믿다 사람 꾸다 싶다 꾸다 얼마나 좋다 생각 도하 읽다 읽다 작다 위로 많이 받다 무엇 책장 넘다 집중 보다 되다 마약 같다 강추,5,Positive,2021-03-29,2021,3,Spring,115
동화처럼 술술 읽히는 책이에요 간만에 좋은 책 집중하며 읽었어요,동화 술술 읽히다 간만 좋다 집중 읽다,5,Positive,2021-03-22,2021,3,Spring,35
아직 읽어보지는 않았지만 기대하고 있어요,아직 읽다 보지 않다 기대하다,5,Positive,2021-03-03,2021,3,Spring,22
꿈꾸지않아도 신비로운 꿈을 꾸는 듯한 세계,꿈꾸다 않다 신비롭다 꾸다 세계,5,Positive,2021-02-15,2021,2,Winter,23
크게 공들여 집중하지 않아도 술술 잘 읽히는 책이었습니다 후기에서 본 것처럼 분위기를 몽글하게 만드는 판타지 소설이에요 다만 저는 크게 인상깊지는 않았습니다 매력적인 세계관이긴 하나 크게 감동받을만한 한 부분이 없어서 아쉬웠습니다,크게 집중 않다 술술 자다 읽히다 이다 후기 보다 분위기 몽글하다 만들다 판타지 소설 다만 크게 인상 깊다 않다 매력 세계관 이기다 하나 크게 감동 받다 부분 없다 아쉽다,4,Positive,2021-02-05,2021,2,Winter,128
주위추천으로 구입했는데 너무재미있네요 지루하지도 않구요 중딩조카에게도 권했네요,주위 추천 구입 너무 재미있다 지루하다 않다 중딩 조카 권하다,4,Positive,2021-02-05,2021,2,Winter,43
꿈이라는 평범한 소재를 재미있게 다룬 소설로 마치 진짜로 일어나는 것이 아닐까라는 동화적인 상상을 유발한다,평범하다 소재 재미있다 다루다 소설 마치 진짜 일어나다 아니다 끄다 동화 상상 유발,5,Positive,2021-02-05,2021,2,Winter,59
앉은 자리에서 끝까지 다 읽었습니다 책을 많이 읽진 않고 읽어야지 하는 타입이라 책에 오래 집중 하기 어려워하는데 끝까지 집중해서 다 읽었네요 다른 책 같은 경우엔 책읽다 다른 짓 하고 반복 하는데 그렇지도 않았어요 자기 전에 나도 꿈백화점을 들리는 고객일까 라는 기분 좋은 상상을 하며 잠에 든답니다,앉다 자리 읽다 많이 읽다 않다 읽다 타입 오래 집중 어렵다 집중 읽다 다른 같다 경우 읽다 다른 반복 그렇다 않다 자기 나다 백화점 들리다 고객 이다 기분 좋다 상상 들다,5,Positive,2021-01-28,2021,1,Winter,168
자기 전에 괜시리 꿈의 세계속으로 들어간다고 생각하니 설레더라구요 정말 아무생각없던 잠 이라는 것에 대해 설레임을 느끼게 해주는 책인것 같아요 잘 읽히고 따뜻하고 귀여운 책 추천합니다,자기 괜시리 계속 들어가다 생각 설레다 정말 생각 없다 대해 설레임 느끼다 해주다 같다 자다 읽히다 따뜻하다 귀엽다 추천,5,Positive,2021-01-28,2021,1,Winter,102
잘읽히고 독특해요 늘 꿔오던 꿈들을 다른관점에서 해석할 수 있어서 재밌었고 감동도 있네요 전 연령층을 사로잡는 책이 아닐까 싶습니다,읽히다 독특하다 꾸다 관점 해석 재밌다 감동 연령 사로자다 아니다 싶다,5,Positive,2021-01-25,2021,1,Winter,73
어릴 때 재밌는 책 보면 뒤에 남은 부분 마저 읽고 싶어서 빨리 집에 가서 읽어야지 했던 기억이 있어요 어른이 되면서 그런 느낌 못 받을 줄 알았는데 오랜만에 이 책 덕분에 설렘을 느꼈어요 자고 일어나면 다음날 혼자 마음 속으로 꿈 가격을 슬쩍 지불 하기도 하고요 2편도 준비중이라는데 완전 기대되요,어리다 재밌다 보다 남다 부분 마저 읽다 싶다 빨리 가다 읽다 기억 어른 되다 그렇다 느낌 받다 알다 덕분 설레다 느끼다 자고 일어나다 다음 혼자 마음 가격 슬쩍 지불 편도 준비 완전 기대다,5,Positive,2021-01-23,2021,1,Winter,167
초반엔 지루하게 시작하는감이 없지않아있는데 중간부턴 제법 잘읽히네요,초반 지루하다 시작 없다 않다 중간 제법 읽히다,4,Positive,2021-01-22,2021,1,Winter,37
이 책을 고른 이유는 1번째 베스트셀러이라서 2번째는 저자가 공대생 출신이라서 입니다 저도 공대생이지만 책이라는 것을 써보고 싶었는데 이분의 글을 읽어보고 싶었습니다 1장을 읽으며 확 와닿지 않았고 이책이 베스트셀러 인가 도 싶더라구요 틈틈히 책을 읽었습니다 꿈은 우리의 일상이니 뻔한 소재임은 분명합니다 그러나 중간이상을 읽어가다보니 평범한 이야기가 오히려 정말 꿈을 파는 곳이 있을까 착각이 들더라구요 평범함 속에 특별함이 있었습니다 저는 소설책을 선호하는 편은 아니나 이책은 재미보단 꿈의 세계를 상상 할 수 있어 좋았습니다 확 빨려들어가는 책은 아니지만 소소한 상상력을 펼칠수 있습니다 베스트셀러가 되기엔 충분한 책입니다,고르다 이유 베스트셀러 저자 공대생 출신 이다 공대생 써다 보고 싶다 이분 읽다 보고 싶다 읽다 오다 닿다 않다 베스트셀러 싶다 틈틈하다 읽다 우리 일상 뻔하다 재임 분명하다 중간 이상 읽다 보다 평범하다 이야기 오히려 정말 팔다 착각 들다 평범하다 특별하다 소설 선호 아니다 재미 세계 상상 좋다 빨다 들어가다 아니다 소소하다 상상력 펼치다 베스트셀러 되다 충분하다 이다,5,Positive,2021-01-21,2021,1,Winter,351
큰 감동은 아니지만 소소한 에피소드 재미있게 읽었어요,크다 감동 아니다 소소하다 에피소드 재미있다 읽다,5,Positive,2021-01-19,2021,1,Winter,29
아직 못 읽어서 기대가 됩니다,아직 읽다 기대 되다,5,Positive,2021-01-17,2021,1,Winter,16
만족도에는 분명 개인차가 존재 하겠지만 저는 개인적으로 매우 만족했습니다 엄청난 교훈을 주지도 그렇다고 손에 땀을 쥐는 긴장감이나 신기함을 주는 책은 전혀 아니지만 그냥 잔잔한 그 느낌이 딱 이책의 무드 인 것 같아요 한 번쯤 해볼만한 상상 정말 우리가 꿈을 꾸는 과정이 이렇다면 어떨까라는 생각을 해보게 됐다는 것 자체가 매우 흥미로웠습니다 개인적으로 판타지 소설을 안좋아하는 편인데 이 정도의 힐링 판타지는 아주 쉽게 술술 읽힐 정도로 좋았네요 엄청난 긴장감 신기함을 원하시는 분이라면 만족이 안되실 수도 있지만 그냥 마음 편안히 쉽게 읽힐 책을 찾는 분이라면 추천드립니다,만족도 분명 개인 차갑다 존재 개인 매우 만족하다 엄청나다 교훈 주지 쥐다 긴장감 신기하다 주다 전혀 아니다 그냥 잔잔하다 느낌 무드 같다 해보다 상상 정말 우리 꾸다 과정 이렇다 어떻다 끄다 생각 해보다 돼다 자체 매우 흥미롭다 개인 판타지 소설 좋아하다 정도 힐링 판타지 아주 쉬다 술술 읽히다 정도 좋다 엄청나다 긴장감 신기하다 원하다 불다 만족 안되다 수도 그냥 마음 편안하다 쉬다 읽히다 찾다 불다 추천 드리다,5,Positive,2021-01-11,2021,1,Winter,322
주문하고 하루만에 배송되었구요 책상태 아주 깨끗합니다 받고서 바로 읽기 시작했는데 점점 빠져들기 시작해서 이틀만에 다 읽었어요 상상하는 재미도 있고 책은 읽고픈데 잘 안 봐지는 분들께 추천해드려요,주문 하루 배송 되어다 상태 아주 깨끗하다 받다 바로 읽다 시작 점점 빠져들다 시작 이틀 읽다 상상 재미 읽다 고프다 자다 보다 추천 해드리다,5,Positive,2021-01-10,2021,1,Winter,109
영화로 제작되면 개봉 당일 조조로 보고싶은 소설입니다 꿈이라는 존재에 대해 과학적 사실이 아닌 문학적 가설을 담고 있어요 책이 술술 잘 읽히고 내용도 너무나 흥미로워서 책을 계속 읽고 싶은 마음과 어서 잠에 들어서 꿈을 꾸고 싶다는 생각이 동시에 들게 하는 책이에요 잠들기 전에 읽기 딱 좋은 책이에요 한국인들이 쉽게 이해할 수 있는 이야기들이 담겨있고 동시에 판타지적 요소를 갖고 있어요,영화로 제작 되다 개봉 당일 조조 보다 소설 이다 존재 대해 과학 사실 아니다 문학 가설 담다 술술 자다 읽히다 내용 너무나 흥미롭다 계속 읽다 싶다 마음 어서 들어서다 꾸다 싶다 생각 동시 들다 잠들다 읽다 좋다 한국인 쉬다 이해 이야기 담기다 동시 판타지 요소 갖다,5,Positive,2021-01-09,2021,1,Winter,217
한번 잡으면 끝까지 보게 되는군요,한번 잡다 보다 되다,5,Positive,2021-01-06,2021,1,Winter,18
와우 한 페이지 한 페이지 넘길 때마다 작가의 기가 막힌 발상에 감탄 연발 중입니다 어떻게 꿈이라는 소재를 이렇게 디테일하게 연구하신건지 대단합니다 철두철미하게 플롯을 구성하신 것 같아요 아직 수수께끼 영역으로 남아 있는 인간의 꿈이라는 영역을 정말로 있음직하게 현실과 소설 속 세계관의 아귀가 딱딱 맞아 떨어지는 이야기로 엮었어요 이거 해리포터를 능가할 만큼 흥미진진한 소설입니다 작가님 천재 소설가이신 듯 이 소설의 좋은 영어번역서가 얼른 나와서 전세계인들이 이 매력 넘치는 소설을 즐길 수 있게 되기를 바랍니다 전세계적으로 해리포터 신드롬에 가까운 엄청난 반향을 일으키지 않을까 내심 기대해 봅니다 새벽에 소설 읽으며 혼자 감탄에 감탄을 연발하다가 이럴게 아니라 서평을 남겨 더 많은 사람들이 이 주옥같은 소설을 만날 수 있도록 일조하자 라는 생각이 들어 리뷰 남깁니다 어마어마한 리뷰 숫자를 보니 저처럼 달러구트 꿈 백화점의 매력에 푹 빠지신 독자분들이 많은 것 같네요 이런 재미있고 예쁘고 매력적인 소설을 만들어주신 작가님께 감사 드려요,와우 페이지 페이지 넘다 작가 막히다 발상 감탄 연발 이다 어떻다 소재 이렇게 디테 이다 연구 건지다 대단하다 철두철미 플롯 구성 같다 아직 수수께끼 영역 남아 인간 영역 정말로 직하다 현실 소설 세계관 아귀 맞다 떨어지다 이야기 엮었어 해리포터 능가 만큼 흥미진진 소설 이다 작가 천재 소설가 소설 좋다 어번 역서 얼른 나오다 전세계 매력 넘치다 소설 즐기다 되다 기르다 바라다 전세계 해리포터 신드롬 가깝다 엄청나다 반향 일으키다 않다 내심 기대하다 보다 새벽 소설 읽다 혼자 감탄 감탄 연발 이렇다 아니다 서평 남기다 많다 사람 주옥 같다 소설 만날 일조 생각 들다 리뷰 남기다 어마어마하다 리뷰 숫자 보다 달러 구트 백화점 매력 빠지다 독자 많다 같다 이렇다 재미있다 예쁘다 매력 소설 만들다 작가 감사 드리다,5,Positive,2021-01-05,2021,1,Winter,529
잠들기 전에 이 책을 읽었는데 읽는 동안 기분 좋게 잠들 수 있었어요,잠들다 읽다 읽다 동안 기분 좋다 잠들다,5,Positive,2021-01-05,2021,1,Winter,38
마지막 페이지를 덮으면서도 아직 꿈백화점에 있는 느낌이었다,마지막 페이지 덮다 아직 백화점 느끼다,5,Positive,2020-12-31,2020,12,Winter,32
298쪽이나 되는 책인데 이렇게 술술술 읽히다니 너무 신기했어요 너무 착 달라붙는 흡입력이 문어 빨판 같아서 좋았고 처음부터 끝까지의 내용을 보면 모든 것이 다 머릿속에 상상되는 섬세함이 신비로워서 진짜 멋있는 글을 본 것 같았어요 그리고 이 책이 왜 베스트셀러인지 알 만한 책이었고 계속 보고싶어지게 만드는 것같아요 저는 이 책을 시리즈로 출시했으면 좋겠다는 소망이 책을 다 고 들었는데 정말 다음 시리즈 나왔으면 좋겠어요 꿈을 사러온 손님들의 이야기도 재미있고 꿈 백화점에서 일하는 직원들이 이야기도 신선하고 에필로그이야기도 너무 재미있어서2020년의 좋은 추억으로 장식할 마지막 책이 된것 같아요,되다 이렇게 술술 읽히다 너무 신기하다 너무 달라붙다 흡입 문어 빨판 같다 좋다 처음 내용 보다 모든 머릿속 상상 되다 섬세하다 신비롭다 진짜 멋있다 보다 같다 베스트셀러 이다 계속 보다 만들다 같다 시리즈 출시 좋다 소망 들다 정말 다음 시리즈 나오다 좋다 사르다 손님 이야기 재미있다 백화점 직원 이야기 신선하다 에필로그 이야기 너무 재미있다 좋다 추억 장식 마지막 되다 같다,5,Positive,2020-12-31,2020,12,Winter,336
너무너무 재밌게 읽은책 잘 읽혀서 빨리 읽어버린게 아쉬운 책,너무 너무 재밌다 읽다 자다 읽히다 빨리 읽다 버리다 아쉽다,5,Positive,2020-12-30,2020,12,Winter,33
읽는동안 한 편의 동화를 읽은 것처럼 몽글몽글하고 따뜻해지는 기분이였어요 공감가는 문장도 많아서 작게 표시도 해놓을 정도로 좋았던 오래오래 기억에 남을책,읽다 동안 편의 동화 읽다 몽글몽글하다 따뜻하다 기분 이다 공감 가다 문장 많다 작다 표시 정도 좋다 오래오래 기억,5,Positive,2020-12-30,2020,12,Winter,85
