content,keywords,rating,satisfaction,date,year,month,season,text_len
오랜만에 재미있는 소설이었다 이렇게 독창적이면서도 밝은 소설이 좋다 작가의 상상력이 톡톡 튄다 요즘 미디어 시대에 소설이 설 자리가 있을까 했는데 역시 새로운 아이디어와 작품은 무한한가 보다 한국에서 조앤롤링같은 작가가 나오길 기대해 본다,재미있다 소설 이다 이렇게 독창 적다 밝다 소설 좋다 작가 상상력 톡톡 튀다 요즘 미디어 시대 소설 자리 역시 새롭다 아이디어 작품 무한 가다 보다 한국 조앤 롤링 같다 작가 나오다 기대하다 보다,5,Positive,2020-12-30,2020,12,Winter,133
연말에 마음이 어려지고 따듯해지는 책,연말 마음 어리다 따다 해지,5,Positive,2020-12-30,2020,12,Winter,20
청소년 뿐만 아니라 어른들을 위한 본격 힐링동화입니다 잠을 사랑하시는 분들 잠을 미뤄놓고 바쁜 일상을 사시는 분들 그를 아우르는 모든 부류의 사람들에게 상상 이상의 이야기를 풀어냅니다 또한 너무나 재미있고 가독성 좋게 작가님만의 꿈에 대한 아이디어와 힐링되는 이야기를 읽을 수 있어서 앉은 자리에서 하루 만에 다 읽었습니다 추천합니다 감사드려요,청소년 아니다 어른 본격 힐링 동화 이다 사랑 미루다 바쁘다 일상 사시 아우르다 모든 부류 사람 상상 이상 이야기 풀다 내다 또한 너무나 재미있다 가독성 좋다 작가 대한 아이디어 힐링 되다 이야기 읽다 앉다 자리 하루 읽다 추천 감사 드리다,5,Positive,2020-12-29,2020,12,Winter,192
아이가 정말 좋아하네요,아이 정말 좋아하다,5,Positive,2020-12-29,2020,12,Winter,12
평이 왜 극과 극인지 알겠어요 어디에서 본듯한 아닌듯한 글이라서 뒤의 내용이 예측이 가능해서 흥미가 떨어지네요,평이 인지 알다 어디 아니다 내용 예측 가능하다 흥미 떨어지다,4,Positive,2020-12-29,2020,12,Winter,61
꿈을 살수있다는 생각이 너무 기발하고 신선해요,살다 생각 너무 기발하다 신선하다,5,Positive,2020-12-26,2020,12,Winter,25
꿈에 대한 전혀 새로운 해석이 기발하고 재미있네요,대한 전혀 새롭다 해석 기발하다 재미있다,5,Positive,2020-12-26,2020,12,Winter,27
나도 꿈의 백화점에서 꿈을 주문할 수 있음 좋겠다,나다 백화점 주문 좋다,5,Positive,2020-12-23,2020,12,Winter,27
너무 재밌어요 세계관도 독특하고 어떻게 이런 이야기를 쓸 수 있었는지 작가님이 대단하다고 느꼈어요,너무 재밌다 세계관 독특하다 어떻다 이렇다 이야기 쓸다 작가 대단하다 느끼다,5,Positive,2020-12-23,2020,12,Winter,54
집에만 있기 심심하여 구입 평점이 좋아서 만족하며 읽고 있어요 어른들의 동화책 이말이 맞는듯 하네요,심심하다 구입 평점 좋다 만족하다 읽다 어른 동화책 맞다,5,Positive,2020-12-22,2020,12,Winter,55
오랫만에 동화같은 기분좋은 책을 읽었어요 연말에 그리고 잠들기전에 딱 읽기좋아요 기분 좋아지는 책이라 지인에게도 크리스마스 선물 했어요,동화 같다 기분 좋다 읽다 연말 잠들다 기전 읽다 좋다 기분 좋아지다 지인 크리스마스 선물,5,Positive,2020-12-22,2020,12,Winter,75
평소 경제 아니면 자기개발 서적을 주로 읽다가 소설이 읽고싶어 구매했습니다 오랜만에 재밌는 책 찾은 것 같아요 설렘소량,평소 경제 아니다 자기개발 서적 주로 읽다 소설 읽다 구매 재밌다 찾다 같다 설레다 소량,5,Positive,2020-12-20,2020,12,Winter,66
코로나시대 잠 잘자는것도 복 인것 같습니다 읽고 느낀것은 사람마다 다르겠지만 어른 소설을 이렇게도 쓸수 있구나 잠들기전에 자유로운 영혼으로 편안하게 읽고 있습니다,코로나 시대 자다 이다 같다 읽다 느끼다 사람 다르다 어른 소설 이렇다 쓸다 잠들다 기전 자유롭다 영혼 편안하다 읽다,4,Positive,2020-12-20,2020,12,Winter,90
책 내용이 귀여워서 읽는 내내 웃음이 피식 나오는 책 술술 읽혀서 좋았어요 꿈을 꾸고 일어날 때 마다 이 책이 생각날 것 같아요,내용 귀엽다 읽다 내내 웃음 피식 나오다 술술 읽히다 좋다 꾸다 일어나다 마다 생각나다 같다,5,Positive,2020-12-20,2020,12,Winter,71
흥미로운 소재의 이야기에요 연말에 힐링하기 좋으네요,흥미롭다 소재 이야기 연말 힐링 좋다,5,Positive,2020-12-19,2020,12,Winter,28
연말에 읽으면 좋을것 같아 취향이 비슷한 친구에게 선물하려고 한 권 더 샀어요 따뜻함과 위로 받는 기분이 들어서 좋았습니다,연말 읽다 좋다 같다 취향 비슷하다 친구 선물 사다 따뜻하다 위로 받다 기분 들어서다 좋다,5,Positive,2020-12-18,2020,12,Winter,68
내용은 잘읽혀어렵지 않지만 어딘가아쉽네요,내용 읽히다 어렵다 않다 어딘가 아쉽다,4,Positive,2020-12-18,2020,12,Winter,22
기대에 좀 못미치긴했지만 읽는 내내 술술 읽혔고 여러종류의 꿈에 대해 알수있었다,기대 미치다 읽다 내내 술술 읽히다 종류 대해 알다,5,Positive,2020-12-17,2020,12,Winter,44
기대치가 높았는지 기대치에는 못미치네요,치가 높다 대치 미치다,4,Positive,2020-12-17,2020,12,Winter,21
정말 꿈을 꾸면 이러한 세계가 존재할 것 같다는 생각이 들었던 소설이었어요,정말 꾸다 이러하다 세계 존재 같다 생각 들다 소설 이다,4,Positive,2020-12-15,2020,12,Winter,41
동화같이 가볍게 읽을 수 있는데 그안에서 많은 힐링 받았어요,동화 가볍다 읽다 많다 힐링 받다,5,Positive,2020-12-14,2020,12,Winter,33
실제로 어딘가 있을 것 만 같은 꿈 백화점 귀엽고 사랑스러운 책,실제 어딘가 같다 백화점 귀엽다 사랑스럽다,5,Positive,2020-12-13,2020,12,Winter,35
아이가 재밌대요,아이 재밌다 대요,5,Positive,2020-12-13,2020,12,Winter,8
저는 조금 유치하고 지루한 책이었습니다 약간 일본 소설 느낌이었고 훈훈한 이야기 인것 같은데 제 마음이 너무 찌들어버린 어른이 된걸까요 유치하고 흥미가 가지 않았어요 읭 그래서 하는 마음으로 읽었어요,조금 유치하다 지루하다 이다 약간 일본 소설 느끼다 훈훈하다 이야기 이다 같다 마음 너무 찌들다 버리다 어른 되다 걸다 유치하다 흥미 가지 않다 그래서 마음 읽다,3,Neutral,2020-12-12,2020,12,Winter,111
와 진짜 너무너무 재밌어요 책을 피고 끝까지 읽어보고 싶었던 것은 처음이에요 주변 지인들에게도 읽어보라고 추천해주고 싶은 책 이 책을 읽으니까 꿈에 대해서 또 진지하게 생각하게 되네요 오늘은 일찍 자야 될 것 같아요,오다 진짜 너무 너무 재밌다 피고 읽다 보고 싶다 처음 주변 지인 읽다 보라 추천 해주다 싶다 읽다 대해 진지하다 생각 되다 오늘 일찍 자다 되다 같다,5,Positive,2020-12-12,2020,12,Winter,120
달러구트를 읽으며 제가 있었으면 좋겠다고 믿는 허무맹랑한 세상이 또 생겨났지만 뭐 어때요 저는 저를 자유롭게 하는 것들에 집중하며 살고 싶은걸요,달러 구트 읽다 좋다 믿다 허무맹랑 세상 생겨나다 어떻다 자유롭다 집중 싶다,5,Positive,2020-12-10,2020,12,Winter,80
아직 읽어보지 않았지만 참신하게 재밌을것같아요,아직 읽다 보지 않다 참신하다 재밌다 같다,5,Positive,2020-12-10,2020,12,Winter,25
읽는 동안 기분 좋았습니당 읽고나서 드는 생각은 디즈니에서 영화로 만들어도 진짜 좋겠다 싶었어요,읽다 동안 기분 좋다 읽다 들다 생각 디즈니 영화로 만들다 진짜 좋다 싶다,5,Positive,2020-12-09,2020,12,Winter,53
가독성이 좋아서 금방 읽었습니다 책장이 끝을 향해 갈 떄 아쉬움이 많이 남았습니다 내용이 너무 좋고 꿈을 가진 사람이 많은 세상이었으면 좋겠습니다,가독성 좋다 금방 읽다 책장 갈다 아쉬움 많이 남다 내용 너무 좋다 가지다 사람 많다 세상 이다 좋다,5,Positive,2020-12-08,2020,12,Winter,81
정말로 오래만에 따뜻한 소설을 만났습니다 삶이 허전하거나 과거의 회한이 조금이라도 남아 있다면 이소설을 추천합니다 오늘이 지금이 밝아집니다,정말로 오래 따뜻하다 소설 만나다 허전하다 과거 회한 조금 남아 소설 추천 오늘이 지금 밝아지다,5,Positive,2020-12-08,2020,12,Winter,77
가볍고 가독성 좋으며 찡한 감동까지 오랜만에 재밌는 소설을 읽었어요 정주행 여러번해도 좋을 것 같아요,가볍다 가독성 좋다 찡하다 감동 재밌다 소설 읽다 주행 여러 번하다 좋다 같다,5,Positive,2020-12-07,2020,12,Winter,56
기분좋아지는 책입니다 마지막 부분에 너무 인상이 깊더라구요 인생에 만족하는 것도 방법이라는 말 그 전에 내가 노력해봤을까 생각하게되네요,기분 좋아지다 이다 마지막 부분 너무 인상 깊다 인생 만족하다 방법 노력 해봤다 생각 되다,5,Positive,2020-12-07,2020,12,Winter,75
처음에는 흥미진진한 이야기로 재미있어서 읽었는데 뒤에는 슬퍼서 너무 울어서 책이 다 젖었네요,처음 흥미진진 이야기 재미있다 읽다 슬프다 너무 울다 젖다,5,Positive,2020-12-06,2020,12,Winter,51
선물해드렸는데 좋아하셔서 덩달아 저도 읽고 싶은 책입니다,선물 해드리다 좋아하다 덩달아 읽다 싶다 이다,5,Positive,2020-12-05,2020,12,Winter,31
소설 잘 안읽었는데 인기많다기에 과거 현재 미래 중에 나는 어디에 속하려 하는 사람인지 생각해보게 합니다,소설 자다 읽다 인기 많다 과거 현재 미래 어디 사람 생각 해보다,5,Positive,2020-12-05,2020,12,Winter,58
한번 읽을만한 책 심심할때 좋으나 기대했던것보다 흥미롭지 않음 다읽은지 좀 됐는데 교훈이 생각나지 않는다 책 읽는데 속도 안나가는 사람한테 선물함,한번 읽다 심심하다 좋다 기대하다 흥미롭다 않다 읽다 돼다 교훈 생각나다 않다 읽다 속도 나가다 사람 선물,4,Positive,2020-12-05,2020,12,Winter,81
책을 거의 다 읽었을 때 쯤 다 읽었다는 것이 너무 아까워서 읽는것을 잠시 멈추었을 정도로 너무 재미있고 감동적인 작품 입니다 몰입도도 뛰어난 책이며 읽는 내내 다음 장면이 궁금하고 이번 장면이 소중하며 지나간 장면은 생생한 작품이었습니다 가장 인상깊었던 구절은 킥 슬럼버의 수상소감이었습니다 몰입감 재미 감동 추억 그 어느 하나도 놓치지 않았던 작품입니다,거의 읽다 읽다 너무 아깝다 읽다 잠시 멈추다 정도 너무 재미있다 감동 작품 이다 몰입도 뛰어나다 읽다 내내 다음 장면 궁금하다 이번 장면 소중하다 지나가다 장면 생생하다 작품 이다 가장 인상 깊다 구절 슬럼버 수상소감 이다 몰입 재미 감동 추억 어느 하나 놓치다 않다 작품 이다,5,Positive,2020-12-04,2020,12,Winter,199
창의적이고 기발하고도 가벼운 판타지 소설같아요 일상적인 꿈을 주제로 한 책이라 어렵지 않게 술술 읽을 수 있고 감동적이고도 흥미로운 책이었어요,창의 기발 가볍다 판타지 소설 같다 일상 주제 어렵다 않다 술술 읽다 감동 고도 흥미롭다 이다,5,Positive,2020-12-04,2020,12,Winter,79
새로운 세계로 떠나는 모험은 언제나 설레는 모험이다,새롭다 세계 떠나다 모험 언제나 설레다 모험,5,Positive,2020-12-03,2020,12,Winter,28
어른들을 위한 동화책 느낌으로 유쾌하게 읽었습니다,어른 동화책 느낌 유쾌하다 읽다,5,Positive,2020-12-02,2020,12,Winter,27
마음이 따뜻해지는 소설이네요 연말에 잘 어울리는,마음 따뜻하다 소설 연말 자다 어울리다,5,Positive,2020-12-02,2020,12,Winter,26
아직 읽어보진않았지만 다들 좋다고 하니 너무 기대돼요,아직 읽다 보다 않다 들다 좋다 하니 너무 기대 돼다,5,Positive,2020-11-30,2020,11,Fall,29
쉽게 읽히면서도 공감이 가는 부분이 있어 절로 웃음이 나오는 책이네요 뭔가 맘 한 켠이 따뜻해지는 느낌 원래 리뷰 안 쓰는 편인데 내용이 좋아서 다 읽기도 전에 한 번 써봤어요 암튼 추천드립니다,쉬다 읽히다 공감 가다 부분 절로 웃음 나오다 뭔가 켜다 따뜻하다 느낌 원래 리뷰 쓰다 내용 좋다 읽다 써다 보다 암튼 추천 드리다,5,Positive,2020-11-26,2020,11,Fall,108
어른들에게 다시 아이와 같은 상상의 나래를 꿈과 함께 펼칠수 있게하는 흥미로운 작품입니다,어른 다시 아이 같다 상상 나래 함께 펼치다 흥미롭다 작품 이다,5,Positive,2020-11-26,2020,11,Fall,49
잠들기전 저도 달러구트 꿈 백화점으로 가길 바라는 마음으로 재미있게 잘 읽었습니다,잠들다 기전 달러 구트 백화점 가다 바라다 마음 재미있다 자다 읽다,5,Positive,2020-11-26,2020,11,Fall,45
한국 소설도 이런 느낌을 낼 수 있다는 게 신기했고 제가 편견을 가지고 있었던 것 같아서 반성하게 됐습니다,한국 소설 이렇다 느낌 신기하다 편견 가지 같다 반성 돼다,5,Positive,2020-11-25,2020,11,Fall,59
꿈이라는 무난하며 누구나 겪어보는 꿈 이라는 이야기 주제로 임팩트 있는이야기 오자마자 정독함 사람들이 따뜻하다고 했는데 진짜 찐으로 따뜻함 온수매트보다 따뜻쓰,무난 누구 겪다 보다 이야기 주제 임팩트 이야기 자마자 정독 사람 따뜻하다 진짜 찌다 따뜻하다 매트 따다 쓰다,5,Positive,2020-11-24,2020,11,Fall,88
기발한생각을하셨어여 한번도생각해보지않았던 다른시점에서삶 을바라볼수있었습니다,기발하다 생각 한번 생각 해보다 않다 시점 바라보다,5,Positive,2020-11-24,2020,11,Fall,41
정말 재밌게 읽었어요 무조건 추천입니다 생각지못한 꿈에 대한 이야기,정말 재밌다 읽다 무조건 추천 이다 생각 대한 이야기,5,Positive,2020-11-24,2020,11,Fall,37
읽을 페이지가 얼마 안남은게 넘 아쉬웠던 괜시리 기분좋아지는 책 오랜만에 다 읽고서 마음이 포근해지는 책을 만났습니다,읽다 페이지 얼마 남다 넘다 아쉽다 괜시리 기분 좋아지다 읽다 마음 포근하다 만나다,5,Positive,2020-11-22,2020,11,Fall,65
재밌어요 자는 동안에 일어날 수 있는 일이라고 생각이 들면서 잘 때마다 나도 꿈 백화점에 가나 라고 생각을 하네요,재밌다 자다 동안 일어나다 일이 생각 들다 자다 나다 백화점 가나 생각,5,Positive,2020-11-22,2020,11,Fall,63
해리포터 이후에 오랫만에 아껴보게되네요,해리포터 이후 아끼다 보다 되다,4,Positive,2020-11-22,2020,11,Fall,21
책을 다 읽고난 뒤 한 편의 애니메이션 영화를 본 기분이 들었어요 각 캐릭터들의 이미지가 생생하게 펼쳐지는 따뜻한 소설,읽다 편의 애니메이션 영화 보다 기분 들다 캐릭터 이미지 생생하다 펼쳐지다 따뜻하다 소설,5,Positive,2020-11-21,2020,11,Fall,66
자기 전에 읽기 좋네요 마음이 따뜻해지는 책입니다,자기 읽다 좋다 마음 따뜻하다 이다,5,Positive,2020-11-20,2020,11,Fall,27
나도 들려봤겠지 기억을 못하는걸거야 데자뷰 나도 그런적이 있는데 오늘밤 나는 무슨꿈을 사게 될까 상상하고 있습니다,나다 들다 보다 기억 걸다 데자뷰 나다 오늘밤 사다 되다 상상,5,Positive,2020-11-20,2020,11,Fall,63
오랜만에 동심의 세계에 들어간거 같아서 너무 좋았습니다 내용도 너무 따뜻하고 꿈에 대해서 너무 귀엽고 새롭게 해석해서 신선했습니다 연말에 읽기 좋을거 같아요,동심 세계 들어가다 같다 너무 좋다 내용 너무 따뜻하다 대해 너무 귀엽다 새롭다 해석 신선하다 연말 읽다 좋다 같다,5,Positive,2020-11-20,2020,11,Fall,87
누구나 꾸는 남녀노소 누구라도 한번쯤 생각 해봤을 꿈이란 소재로 초반부터 몰입감이 좋네요 따뜻한 기분을 느낄수 있어서 좋았습니다,누구 꾸다 남녀 노소 누구 한번 생각 해봤다 소재 초반 몰입 좋다 따뜻하다 기분 느끼다 좋다,5,Positive,2020-11-20,2020,11,Fall,71
오랜만에 술술 잘 읽히는 소설이였어요,술술 자다 읽히다 소설 이다,5,Positive,2020-11-19,2020,11,Fall,20
흡입력이 있는 책이예요 자기 전에 조금씩읽잔 생각으로 샀는데 조금씩 자제가 안돼요 그만큼 뒷내용이 궁금해지고 재밌는 책입니다 약간 유치한것같은 그런 내용도 있긴 하지만 나름대로 동화같은 느낌도 있고 그러네요,흡입 자기 조금씩 읽다 생각 사다 조금씩 자제 돼다 그만큼 내용 궁금하다 재밌다 이다 약간 유치하다 같다 그렇다 내용 나름 동화 같다 느낌 그렇다,4,Positive,2020-11-19,2020,11,Fall,115
항상 꿈을 많이 꾸는 내가 이상하고 일어나면 좋지 않았는데 꿈 백화점을 읽은 후엔 어떤 꿈을 꿀지 설레게 되고 꿈 많이 꾸는 나를 긍정적으로 생각하게 되었다,항상 많이 꾸다 이상하다 일어나다 좋다 않다 백화점 읽다 어떻다 설레다 되다 많이 꾸다 나르다 긍정 생각 되어다,5,Positive,2020-11-19,2020,11,Fall,87
달러구트 꿈백화점 잠들면 기억하고 서둘러 가지만 꿈을 사고 잠에서 깨면 잊어버리는 그곳 달러구트 꿈 백화점에 페니는 면접을 보러 간다 여러 이야기를 하다 면접에서 붙었다 페니는 여러층을 돌아다니다 결국 1층에서 일하기로 한다 1번째 1층 매니저가 급한일이 생겨서 페니는 꿈값으로 받은 감정을 돈으로 바꾸로 간다 그러나 은행사기범으로 인해 100만원 가치의 감정을 도둑 맞는다 2번째 꿈제작자 들끼리 정기총회를 벌였다 문제는 고객들이 자는것보다 재밌는 일 때문에 자지않아서 꿈을 안사는것인데 달러구트의 그럼더 좋은꿈을 만들자는 의견으로 정기총회는 끝난다 3번째 연말을 맞아 최고의 꿈제작자를 뽑는 연말 시상식이 시작 되었다 그중 정기총회에서 동물들에게 다정하게 음식을 나눠준 반쵸가 최고의 꿈제작자로 뽑히자 왠지 모르게 페니는 기뻤다 이상 요약 끝,달러 구트 백화점 잠들다 기억 서두르다 가지 사고 깨다 잊어버리다 달러 구트 백화점 페니 면접 보다 간다 여러 이야기 면접 붙다 페니 돌아다니다 결국 매니저 급하다 일이 생기다 페니 꿈값 받다 감정 바꾸다 간다 은행 기범 인하다 가치 감정 도둑 맞다 제작자 들다 끼리 정기 총회 벌이다 문제 고객 자다 재밌다 때문 자지 않다 살다 달러 구트 그렇다 좋다 만들다 의견 정기 총회 끝나다 연말 맞다 최고 제작자 뽑다 연말 시상식 시작 되어다 그중 정기 총회 동물 다정하다 음식 나누다 가다 최고 제작자 뽑히다 왠지 모르다 페니 기쁘다 이상 요약,5,Positive,2020-11-19,2020,11,Fall,417
한달에 한번 제 자신에게 선물하는 책입니다,한번 자신 선물 이다,5,Positive,2020-11-19,2020,11,Fall,23
7월에1쇄를 찍은책이 10월에 110쇄를 찍었다는것을 보고 과연 어떤책이길래 하고 구매했다 기대가 너무 커 재미가 덜 할줄 알았는데 완독후 따뜻하고 행복감이 남는 책이었다 한번 더 읽어야겠다는 생각이 들었다 독특한 아이디어보다 우리의 일상을 반영해서 아쉽다는 생각도 들었지만 꿈도 우리의 일상이지 하며 작가의 의도가 이것인가라는 생각이 들었다,찍다 찍다 보고 과연 이기다 구매 기대 너무 크다 재미 알다 완독 따뜻하다 행복감 남다 이다 한번 읽다 생각 들다 독특하다 아이디어 우리 일상 반영 아쉽다 생각 들다 우리 일상 작가 의도 생각 들다,5,Positive,2020-11-18,2020,11,Fall,191
오랜만에 책 읽었는데 너무 따듯해지는 책이에요 요즘 외출도 잘 못하고 일하기도 싫고 재미도 없던 일상에 이 책을 읽으면서 흐뭇하게 미소 지으며 보게되네요 소름돋기도 하고 시련이나 악몽같던 꿈들이 트라우마 극복이나 자신감을 주는 내용은 제 무릎을 탁 치게 만듭니닿 이 책을 읽게 도와준 다른 평점의 글들과 작가님 고맙습니다,읽다 너무 따다 해지 요즘 외출 자다 싫다 재미 없다 일상 읽다 흐뭇하다 미소 지다 보다 되다 소름 돋다 시련 악몽 같다 트라우마 극복 자신감 주다 내용 무릎 닿다 읽다 도와주다 다른 평점 작가 고맙다,5,Positive,2020-11-17,2020,11,Fall,179
신선하고 마음이 풍성해져요 좋은꿈을 꾸고 싶어지네요,신선하다 마음 성하다 좋다 꾸다 싶다,5,Positive,2020-11-17,2020,11,Fall,28
도서관에서 인기가 많아 도저히 빌릴수가 없어 구매했어요,도서관 인기 많다 도저히 빌리다 없다 구매,5,Positive,2020-11-17,2020,11,Fall,30
겨울에 읽기좋은 따뜻한 내용이에요 좋은꿈꾸고싶다면얼른읽어보세요,겨울 읽다 좋다 따뜻하다 내용 좋다 꿈꾸다 얼른 읽다 보다,5,Positive,2020-11-16,2020,11,Fall,34
추천이 너무 많아서 기대하고 읽었는데도 정말 재밌고 신선하고 잘읽히고 최고에요,추천 너무 많다 기대하다 읽다 정말 재밌다 신선하다 읽히다 최고,5,Positive,2020-11-16,2020,11,Fall,43
조카 선물로 샀습니다 제 취향은 아니지만 재밌고 술술 읽혀요,조카 선물 사다 취향 아니다 재밌다 술술 읽히다,4,Positive,2020-11-16,2020,11,Fall,33
어른들을 위한 따뜻하고 아름다운 동화 한편 잘 읽었습니다,어른 따뜻하다 아름답다 동화 한편 자다 읽다,5,Positive,2020-11-15,2020,11,Fall,31
동화처럼 순수해요 상상력이 참 좋네요,동화 순수하다 상상력 차다 좋다,4,Positive,2020-11-15,2020,11,Fall,20
꿈속으로 향하는 여행같은 소설,꿈속 여행 같다 소설,4,Positive,2020-11-14,2020,11,Fall,16
잠들어야만 입장 가능한 꿈 백화점에서 일어나는 비밀스럽고도 기묘하며 가슴 뭉클한 판타지 소설,잠들다 입장 가능하다 백화점 일어나다 비밀스럽다 기묘하다 가슴 뭉클하다 판타지 소설,5,Positive,2020-11-11,2020,11,Fall,51
아직 읽지는 않았지만 기대가 되네요 잘 읽을게요,아직 읽다 않다 기대 되다 자다 읽다,5,Positive,2020-11-11,2020,11,Fall,26
꿈꾸고 싶어 지네요 몽환적이면서도 흥미를 유발하는 잼나는 책이네요,꿈꾸다 싶다 지네 몽환 적다 흥미 유발 재다,5,Positive,2020-11-11,2020,11,Fall,36
책을 펴고부터 닫는 순간까지 즐거웠고 따뜻했습니다 자기 전에 오늘은 무슨 꿈을 꾸게될까 기대하게되요 잠을 자는 일보다 더 즐거운 일이 이 책을 읽는 일이였습니다,펴다 닫다 순간 즐겁다 따뜻하다 자기 오늘 무슨 꾸다 되다 기대하다 자다 일보 즐겁다 읽다 일이 이다,5,Positive,2020-11-11,2020,11,Fall,89
너무 재밌게 잘 읽었어요 마음이 따뜻해지는 책이네요,너무 재밌다 자다 읽다 마음 따뜻하다,5,Positive,2020-11-10,2020,11,Fall,28
빠르게 줄어드는 남은 페이지들을 보며 계속 아쉬워하게 되는 그런 책이다,빠르다 줄어들다 남다 페이지 보다 계속 아쉽다 되다 그렇다,5,Positive,2020-11-10,2020,11,Fall,39
글 소재가 너무 기발하다 한국인이 쓴 헤리포터가 사는 세상같은 느낌 어른들을 위한 동화로 읽는 시간동안은 꿈을 꾸는듯한 휴식을 주기도 하는 책 영화나 드라마로 제작 안되나요,소재 너무 기발하다 한국인 쓸다 헤리포터 살다 세상 같다 느낌 어른 동화 읽다 시간 동안 꾸다 휴식 주기도 영화 드라마 제작 안되다,5,Positive,2020-11-10,2020,11,Fall,96
꿈 백화점이라는 신선한 소재에 사로잡혀 읽어보았는데 내내 행복했어요 이제 눈꺼풀이 무거워질 때면 꼭 그 곳에 가는 중일 것만 같아 설레게 되었네요 좋은 책을 써주신 작가님께 감사드립니다,백화점 신선하다 소재 사로잡히다 읽다 보다 내내 행복하다 이제 눈꺼풀 무겁다 가다 중일 같다 설레다 되어다 좋다 써주다 작가 감사 드리다,5,Positive,2020-11-10,2020,11,Fall,103
생각해보지 못했던 이야기라 흥미롭고 재밌어요,생각 해보다 이야기 흥미 재밌다,4,Positive,2020-11-09,2020,11,Fall,24
재밌어요,재밌다,5,Positive,2020-11-09,2020,11,Fall,4
생각이 참 기발한 것 같아요,생각 차다 기발하다 같다,5,Positive,2020-11-09,2020,11,Fall,15
꿈에 대해 이야기 하는 꿈 같은 이야기,대해 이야기 같다 이야기,5,Positive,2020-11-08,2020,11,Fall,21
꿈에 대한 상상력 가득한 시간이었습니다 오랜만에 즐거운 글 읽었네요 귀여운 주인공들 한동안 잊혀지지 않을듯,대한 상상력 가득하다 시간 이다 즐겁다 읽다 귀엽다 주인공 한동안 잊혀지다 않다,5,Positive,2020-11-07,2020,11,Fall,59
기대만큼은 아니고 스토리가 엄청 탄탄하거나 단한 결말이 있는건 아니지만 기발한 소재와 잘읽히는 문체가 좋았음,기대 아니다 스토리 엄청 탄탄하다 결말 아니다 기발하다 소재 읽히다 문체 좋다,4,Positive,2020-11-06,2020,11,Fall,60
인생책,인생,5,Positive,2020-11-06,2020,11,Fall,3
오늘 받아보았습니다 너무 기대됩니다 빨리 읽고나서 울 아들에게도 읽어보라 하려구요,오늘 받다 보다 너무 기대 되다 빨리 읽다 아들 읽다 보라,5,Positive,2020-11-06,2020,11,Fall,45
기대안하고 읽었는데 너무 재밌네요 꼭 읽어보세요,대안 읽다 너무 재밌다 읽다 보다,5,Positive,2020-11-06,2020,11,Fall,26
아직 다 안읽었지만 리뷰가 좋아 무척 기대됩니다,아직 읽다 리뷰 좋다 무척 기대 되다,5,Positive,2020-11-06,2020,11,Fall,26
중학생 아이가 좋아해요,중학생 아이 좋아하다,4,Positive,2020-11-05,2020,11,Fall,12
책을 읽으면서 그 마을에 온 것처럼 머리속이 풍부해지고 겨울느낌도 나면서 너무 좋았어요 마지막부분에서는 펑펑 울기도하고 마음 따뜻했던 책이였어요,읽다 마을 머리 속이다 풍부하다 겨울 느낌 나다 너무 좋다 마지막 부분 펑펑 기도 마음 따뜻하다 이다,5,Positive,2020-11-05,2020,11,Fall,80
어른들의 동화같은 이야기 읽는 내내 행복했습니다,어른 동화 같다 이야기 읽다 내내 행복하다,5,Positive,2020-11-05,2020,11,Fall,26
꿈을 꾸면 내가 느끼는 감정이 꿈백화점으로 가서 직원들이 유용하게 쓸지 궁금해지는 책이었다,꾸다 느끼다 감정 백화점 가다 직원 유용하다 쓸다 궁금하다 이다,5,Positive,2020-11-05,2020,11,Fall,50
자기 전 읽기 좋아요 캔들 켜놓고 자기전에 침대에서 읽으면 책의 내용이 더 흥미롭게 느껴집니다,자기 읽다 좋다 캔들 켜다 자다 침대 읽다 내용 흥미롭다 느껴지다,5,Positive,2020-11-05,2020,11,Fall,52
가볍게 읽기엔 슬프다,가볍다 읽다 슬프다,4,Positive,2020-11-05,2020,11,Fall,11
저녁시간에 읽으면 더 좋다 강추,저녁 시간 읽다 좋다 강추,5,Positive,2020-11-03,2020,11,Fall,17
포근하고 기분좋은 읽는 꿈,포근하다 기분 좋다 읽다,5,Positive,2020-11-03,2020,11,Fall,14
원래 소설책을 안 좋아하는데 이번에 끌려서 구매했어요 책도 가볍고 마음 비우고 가볍게 읽기 좋아요,원래 소설 좋아하다 이번 끌리다 구매 가볍다 마음 비우다 가볍다 읽다 좋다,5,Positive,2020-11-03,2020,11,Fall,54
어떻게 이런 생각을 했는지 보는 내내 미소가 지어지는 책이었다 힐링되는 에세이와는 또다른 힐링 훈훈한 책,어떻다 이렇다 생각 보다 내내 미소 지다 이다 힐링 되다 에세이 힐링 훈훈하다,5,Positive,2020-11-03,2020,11,Fall,58
상상만으로도 즐겁고 멋진 소설입니다,상상 즐겁다 멋지다 소설 이다,5,Positive,2020-11-03,2020,11,Fall,19
유명한 책이라 구입했는데 술술 읽혀요,유명하다 구입 술술 읽히다,5,Positive,2020-11-02,2020,11,Fall,20
