rating, date, content
"2","2021.05.27","처음에는 너무 취향이 아니고 오글거리는 부분이 많아서 중간정도 읽다가 포기했는데, 독서모임 선정책이라 ... 다시 포기하지 않고 다시 읽어보니 .. 나름 재밌는 구석들도 있네요 군데군데 설정에 모순되는 부분도 있어서 갸웃하기도 하고, 인물들도 작위적인 부분이 있으나, 꿈이라는 공간을 채우는 작가의 상상력이 귀여웠습니다~ 하지만, 역시나 성인대상으로 보기엔 유치한 구석이 많아서.. 성인이 아니라 초중생들을 위한 책 수준으로  에피소드들의 수위를 낮추고, 모순되는 부분들을 좀 더 세심하게 수정해서  초중생 대상의 이야기로 다시 발매되면 좋겠어요."
"5","2021.05.26","꿀잼. 쉴사이없이 다 읽었고, 다읽은 사실이 아쉬워요."
"3","2021.05.24","잔잔하고 따듯한 소설입니다."
"4","2021.05.23","따뜻한 이불 안에서 누워서 보면 나도 꿈백화점에 있는 상상이 든다."
"4","2021.05.20","오감을 떠올리며 볼수있는 맛있는 책"
"5","2021.05.17","술술 재미있게 읽었습니다~ 그 와중에 욱컥 감정이 실리는 에피소드도 있었고~ 읽기 좋네요"
"5","2021.05.17","항상 잠을 잘때 꾸는 꿈들에 대해 궁금했었는데 이 책을 읽으면서 정말 나도 꿈을 백화점에서 사 오는 걸까? 라는 생각도 들고 여러모로 재미있는 책인것 같아요."
"5","2021.05.16","다양한 꿈에 관한 소재도 너무 좋고, 에피소드들도 울림을 주는 좋은 내용들이였습니다~ 재밌게 잘읽었어요"
"5","2021.05.16","한국에 이런 소설이 있었나 감탄하며 읽었습니다."
"4","2021.05.15","요새처럼 혼탁한 때에 마음편히 읽기 좋은 책."
"5","2021.05.13","눈물이 찔끔... 생각이 많아지게 하는 책이네요"
"5","2021.05.12","오랜만에 아주 재밌고 통통튀는 기발한 책을 읽었습니다. 마음이 따뜻해지고 괜시리 꿈이 꾸고 싶어지는 책이네요. 요 몇일 잠을 못자서 더 그런 것 같아요. 작가님의 차기작도 기대됩니다."
"5","2021.05.07","아기자기하고 귀엽습니다. 재미있게 읽었어요. 영화로 나오면 좋겠네요"
"3","2021.05.07","....유치합니다....ㅜㅜ"
"5","2021.05.05","간결하게 읽히는 가독성 좋은 문체에 페니 중심으로 알게 되는 달러구트 꿈 백화점의 이야기가 신선하면서도 친근하게 느껴졌습니다. 달러구트가 말하는 문장들이 가슴 깊숙이 와닿을 때도 있었어요. 만약 제가 꿈 백화점에 가면, 어느 층에 갈 지 상상하는 것도 꽤 재미있었고.. 시간이 지나서 다시 꺼내어 읽어보고 싶은 동화같은 이야기 였습니다. 잘 읽었어요:)"
"5","2021.05.03","중간까진 ‘내가 너무 기대했나?’ 라는 생각이 들정도로 지루했습니다 이후론 뒷이야기가 궁금해 빨리 읽혀졌고 정말 나도 꿈백화점을 다닐까 라는 재밌는 상상도 하게됐습니다 잘읽었습니다 작가님"
"3","2021.05.02","잔잔하면서 술술 읽히는 책이었습니다. 하지만 끝맺음이 딱히 없어서 조금 아쉽습니다."
"5","2021.04.21","이 책을 읽고 나서 침대에 누워 잠들기 전,  잠든 내가 달러구트의 백화점으로 찾아갈 것 같은 상상을 합니다ㅎㅎ"
"5","2021.04.19","소재도 신선하고 읽으면서 굉장히 기분이 좋아지는 책이에요 추천합니다!!"
"5","2021.04.18","소재가 너무 귀엽고 힐링이 되는 책이에요 한번쯤 궁금하게 느껴졌던 꿈의 세계가 정말 있을것만 같고 요즘 계속 꿈을 꾸었는데 저도 왠지 단골손님중에 하나가 아닐까하는 생각이 들었습니다"
"5","2021.04.17","책이 너무 귀여워요. 책을 통해 이런 세상을 만나볼 수 있어서 너무 행복했습니다."
"4","2021.04.14","포근한 환상동화같은 느낌이에요ㅎㅎ 진행도 내용도 잔잔해요"
"4","2021.04.12","용두사미. 뱀의 꼬리이긴 한데 그 뱀이 참 예뻤습니다."
"5","2021.04.12","매일 꿈을꾸는사람으로써 굉장히 흥미롭게 봤습니다.굿"
"5","2021.04.11","달러구트의 꿈의 백화점을 읽고 꿈에 대한 생각이 조금 바뀌었다. 어쩌면 그냥 무의식중에 꾸는 꿈이 나도모르는 사이 꿈의 백화점에 가서 내가 고른 꿈은 아닐까? 꿈의 제작자 이야기, 달라구트 이야기, 세제자 이야기 모두 새롭게 재미있었다.  밤에 잠을 청할때 오늘은 어떤 꿈이 기다릴지 기대가 되게 만들어 준 고마운 책이다.  외국소설일 것 만 같았는데~~ 우리나라 작가가 이렇게 멋진 소설을 쓰다니 ~~ 멋지다~^^*"
"5","2021.04.11","매끄럽게 읽히는 좋은 문장과 책속의 세계에 푹 빠질 수 있는 즐거운 시간이었습니다"
"5","2021.04.09","책 속 세계에 들어가고싶을반큼 몰입해서 재밌게 읽었어요!"
"5","2021.04.02","재밌는데 마무리가 없는 느낌"
"4","2021.03.31","가볍게 읽기 좋은 소설!"
"5","2021.03.30","낭만적인 이야기다.°∆°"
"3","2021.03.30","왜 그리 힛트쳤나는 모르겠다. 가볍게 읽기는 괜찮은데 맹탕. 굳이 찾아 읽을 필요를 못 느끼겠음. 그냥 이런 즐거운 소설이 늘어나는 건 좋음. 칙칙한 한국 소설 지형을 벗어나는 것이 좋아 별 세 개 줍니디."
"4","2021.03.30","잔잔한 인생 이야기가 좋네요."
"4","2021.03.22","볼만했다 감동도 받았다. 하지만, 초반에 조금 재미 없었다. 첫 진입하기가 힘든것 제외하고는 그런데로 볼만했네요. 독서를 좋아하는 분들에게는 추천을 하지만 그렇지 않은분에게는 추천이 망설어집니다."
"5","2021.03.21","nice book. i liked it very much,"
"3","2021.03.21","가볍게 읽기 좋은책.."
"5","2021.03.20","기분좋고 가슴 따뜻해지는 세계관에 흠뻑 빠져들어 읽었습니다."
"5","2021.03.17","너무 재밌고 계속 상상하게 하는 이야기네요! 그리고 꿈과 사람들의 인생이 연결되는 과정을 풀어낸 것이 신기하고 인상깊었어요❤️"
"3","2021.03.15","제목이 유명했던것 같아서 봤는데 특별이 엄청 재미있지는 않은데 잘 읽히는 잔잔한 이야기"
"5","2021.03.14","설램 한병을 찾아서 다행인데 갑자기 이야기가 끝겨서 아쉬워요 ~2탄도 만들어주세요~ 작가님!"
"5","2021.03.06","소재거리가 참신하네요. 2권도 나올듯"
"5","2021.03.05","인셉션을 구체적으로 설계하신듯 ㅎㅎ"
"2","2021.03.03","베스터셀러라는 게 믿기지 않는 지루할 때 읽을 만한 책"
"5","2021.02.28","오랜만에 너무 감동적인 소설이었어요. 설레고 흐뭇하고 감동적인 장면도 있는 재밌는 소설입니다."
"5","2021.02.24","때로는 잔잔하고 행복한 기분이 들고 때로는 다양한 꿈과 내용을 상상하는 재미가 있다. 그리고 먼저 떠나간 사람들이 꿈에 나왔을 때 기분,슬픔이 들었고 공감되는 책이였다"
"5","2021.02.24","현실세계에 있을 법한 등장인물이 몰입도를 높이네요. 어른들의 동화."
"5","2021.02.24","독자들 각각 다양하게 상상한 달러구트들이 궁금하네요. 이 책을 읽으면서 괜시리 꿈도 더 많이 꾸게된 것 같은 느낌적인 느낌! 강추해요!!"
"5","2021.02.24","마음이 따듯해지는 재밌는 책. 앉은자리에서 다 보게되는 마법... 가볍고 잔잔한 감동을 원하신다면 추천합니다"
"5","2021.02.21","초반에 설정 이해하는 부분이 좀 지루한가 싶었는데 그 뒤로는 엄청 잘 읽혀요. 이런 생각을 하는 작가님도 신기하고 그 이야기가 진짜 벌어지는 것처럼 설득당하는 제 자신도 신기했습니다. 재미고 있고 감동도 있었어요."
"5","2021.02.20","감동과 재미가 있는 소설! 잘 읽었습니다!"
"1","2021.02.19","지루하고 유치하다...나미야 잡화점의 기적이 유치 했다면 이 책은 안읽는 걸 추천 합니다"
"2","2021.02.19","이런 책도 베셀이 될 수 있구나... 아이디어는 굿!"
"5","2021.02.19","순식간에 다 읽었습니다. 꿈 꾸고 일어날때마다 이 책의 내용들이 생각나요~"
"5","2021.02.15","쉽게 읽을 수 있는 책, 쉼이 필요할 때, 읽기 좋아요 :)"
"5","2021.02.14","꿈가게가 있다면 그곳에서 일하고 싶네요~~^^"
"5","2021.02.14","이 책으로 인해 기분이 몽글해졌어요. 내가 정말 주인공이 되어 꿈백화점에 일하는 기분이 들게해주네요.  만약 다음 이야기가 나온다면 너무 기대되요!"
"5","2021.02.14","매일밤 꿈속에서 일어나는 일들을 새로운 관점에서 바라보게 해준 아주 소중한 책 입니다"
"5","2021.02.12","상상력이 좋네요. 재밌었습니다."
"1","2021.02.12","그냥 애들 보는 동화책 같은 느낌. 유치해서 반쯤 보다 덮음."
"3","2021.02.11","소소한 주제로 자극적이지않게 읽을만한책"
"5","2021.02.11","재미있어요 아쉽고 궁금한 점도 있지만 재미있는책."
"5","2021.02.10","가볍게 재밌게 읽었습니다. 고맙습니다. 심리적인 지지와 위로가 필요하다면 읽어보기를 추천합니다."
"5","2021.02.09","기분좋게 한권읽었습니다. 매일 누구나 꾸는 꿈이기네 더 흥미로웠어요"
"5","2021.02.09","마음이 따뜻해지는 책, 읽고나면 왜 이렇게 인기가 많은지 알 수 있는 책"
"5","2021.02.09","삶의 소소한 행복은 멀리 있지않다는걸 알려준 책이예요"
"5","2021.02.08","영화로 만들어지면 재밌을 것 같아요 ㅎㅎ 힐링되고 감동적인 책이었습니다"
"5","2021.02.07","애니메이션이나 영화로 만들어져도 멋질 것 같아요!!!"
"5","2021.02.07","막심 너무 귀여웠고... 소재가 참신하면서도 감동적이고 여러 생각을 하게 만드는 이야기들이에요! 앞으로 트라우마인 꿈을 꿔도 더 긍정적으로 생각할 수 있을 것 같아요 좋은 이야기 써주셔서 감사합니다 :) 완전 추천해요!"
"5","2021.02.06","신선한 소재 재밌게 잘 읽혀요"
"5","2021.02.06","정말 오랜만에 재미 있게 처음부터 끝까지 읽은 책이에요. 신선한 내용이라 정말 좋았어요!"
"5","2021.02.04","읽는 동안 현실에 찌든 마음이 순수함으로 정화 되었어요 재미있었습니다"
"3","2021.02.02","재미난 상상력을 가진 책!"
"3","2021.02.01","소재가 재밌어서 읽기 좋았다. 어렵게 서술돼 있지 않아 부담없이 읽기에 좋은 소설이었다."
"4","2021.01.30","'꿈을 판매하는 상점이 있다'  어리둥절 한 기분을 느끼게하는 이 문장이 이 책이 가진 주재료라고 생각합니다. 이북리더기를 구매하고 해리포터 시리즈를 읽은 후 한동안 기기를 이용조차 하지않았는데, 이 책을 읽고나니 제가 만족할만한 소비활동을 했다는 생각이 들었습니다.  매일밤 잠에 들고 아침에 깨는 지극히 당연한 섭리에 '꿈을 파는 백화점'이라는 설정을 덧붙인 작가님의 상상력이 존경스럽습니다."
"4","2021.01.29","잔잔한 감동이 있네요"
"1","2021.01.29","어디선가 본 거 같은 인물의 설정, 중간에 어울리지 않는 어휘 선택 등이 몰입에 방해가 됩니다. 최근 한국 영화의 단점으로 자주 꼽히던 신파요소까지 더하면 이 책이 왜 인기 있는지도 알겠고  또한 실망스러운지도 알겠습니다. 소장보다는 대여 혹은 유튜브 정리본을 보는걸 추천합니다."
"1","2021.01.28","웬만하면 리뷰 안 남기고 지나가는데 이 책은 좀... 이게 왜 베스트셀러인지 모르겠음. 식상함. 문장은 연마되지 않았고 묘사도 수준 이하. 글쓰기 갓 배운 학생들이 제출한 과제 읽는 느낌."
"5","2021.01.28","마지막 꿈 스토리에 눈물이 나와서.. 올해 즐겁게 본 책중 하나입니다."
"5","2021.01.27","상상력이좋아요잘봤습니다"
"5","2021.01.25","이런 한국소설을 읽고 싶은 겁니다."
"3","2021.01.25","전반적으로 잔잔하네요"
"5","2021.01.24","기뷴좋은책이에요 편하게술술읽혀서좋네영"
"5","2021.01.24","절 실망시키지 않은책!! 완전 추천"
"5","2021.01.21","한번도 생각해보지 못했던 꿈에 대한 이야기.. 신비로운 책이에요! ㅎㅎ 잘봤습니다"
"5","2021.01.19","반 정도 읽다 포기하려고 했는데 뒤가 더 재밌고 감명깊습니다. 중간까지는 너무 청소년권장도서 느낌이 다분해 지루했으나 타인의 삶 파트가 너무 인상깊었고, 예약하신 꿈 파트는 오래오래 기억에 남을 것 같습니다."
"4","2021.01.19","재미있게 읽었습니다. 베스트셀러에 이름이 눈에 뜨이길래 제목만 보고 외국작가의 책이겠거니 했는데 한국작가 책이라서 의외였어요. 꿈백화점이란 가상의 세계와 한국 현실과 어울릴까 했는데 전혀 무리없이 읽히네요. 출퇴근 하면서 재미있게 읽었습니다."
"5","2021.01.19","진짜 술술 잘 읽히는 재밌는 소설이였어요~ 읽는 내내 행복했답니다 :)"
"4","2021.01.18","어린 학생들이 읽기 좋은 책. 재미용으로 좋네요"
"5","2021.01.17","너무너무 재미있었어요 흥미롭고 ㅎㅎ  친구 추천하고싶네요"
"5","2021.01.17","가볍지만 결코 가볍지만은 않은 따뜻함이 있는 이야기"
"5","2021.01.16","순식간에 읽히는 책! 읽는 동안 꿈의 백화점 모습이 상상돼서 더 즐거운 책. 재밌어요."
"5","2021.01.16","웬만한 영화보다도 재미있는 책!! 공부하다 쉬는 시간에 핸드폰을 보는 대신 이 책을 읽었습니다ㅎㅎ"
"5","2021.01.16","종이책으로 구매해서 잠이 오지않을 때마다 읽고 또 읽고 싶은 책이에요. 잠들고 꿈꾸는게 무서웠는데, 읽을때마다 마음 따뜻해지면서 잠들 수 있게 해주는 책이에요."
"5","2021.01.15","자기 전에 한시간씩 읽게되는 부담없는 책이에요 마치 저도 꿈 백화점에 가본것만 같은 안락한 기분에 들게해줬습니다."
"5","2021.01.15","작가의 상상력이 돋보이는 소설.영화로 나오면 꼭 보고싶다는 생각"
"4","2021.01.11","참신한 세계관, 잘 읽히지만 그리 가볍지 않은 주제의식 여러모로 만족스러웠다."
"3","2021.01.10","한국 서적처럼 느껴지지 않는 이유가, 뭔가 문체가 굉장히 번역투스러운 부분이 많이 있기때문인 것도 같아요. 저는 개인적으로 어색하게 읽히는 문장이 많았어요. 아이디어나 스토리가 독특해요. 가볍구요. 그림있는 동화책으로 나와도 좋을 것 같고, 아이들이 읽기에 좋을 것 같아요."
"5","2021.01.09","잘 읽었어요 ㅎㅎ재밌었습니다"
"4","2021.01.09","가볍게 읽은 재밌는책입니다"
"5","2021.01.08","소설이 너무 귀엽고 막막 아파트뿌셔!"
"5","2021.01.08","신선했어요 캐릭터 모두 개성있고 이야기가 따듯해서 좋았네요"
"5","2021.01.08","딱 잠자리에 들기 전에 읽기 좋은 내용 같아요. 꿈 이야기를 원래 좋아하는 편이라 재미있게 읽었고 잠들기 전에 읽은 탓에 읽는데 오래 걸렸지만... 에피소드 별로 읽으면 금방 읽을 것 같아요. 결국 꿈 백화점에서 이 사람 저 사람 연결되는 구도가 좋았어요! 깊은 이야기는 아니니까 가볍게 읽으실 분들 추천!"
"5","2021.01.07","나름 신선한 아이디어와 잔잔한 눈물의 감동까지 재미있게 읽었습니다. 좋은작품 계속 부탁드립니다."
"3","2021.01.07","적당히 스치듯 읽을 때 좋을 거 같아요. 전반적으로 잔잔한 느낌이에요 근데 좀 작품 완성도가 뒤처지는 느낌이 있어요. 힐링물과 많은 감정소비를 싫어하시는 분에게 추천해드려요!!"
"3","2021.01.07","제 취향은 아니에요. ㅠㅠ 딱 10대, 20대 초반들이 좋아할만한 느낌. 평점도 좋고 베셀이라고 읽어봤는데 역시 취향을 타는 작품이네요."
"3","2021.01.06","적당히 흥미롭고 훈훈하지만 읽을거리 없을때 스치듯 가볍게 읽기좋은 어른을 위한 동화"
"4","2021.01.06","가볍게 읽기 좋아요"
"5","2021.01.06","꿈을 파는 백화점을 상상하는 자체가 재미 있네요 ^^ 왠지 이야기가 또 있을 거 같네요~~~~"
"5","2021.01.04","따뜻하고 아기자기한 기발함이 녹아있는 ..끝나가는게 아쉬운 책입니다"
"5","2021.01.03","단숨에 읽어 내려간 책이에요. 마음이 따뜻해지고, 뒤돌아서 생각하게 되는 것들이 많은 책이네요. 누군가에게 선물할 일이 있다면 이 책을 선물해주고 싶어요."
"5","2021.01.03","정말 재미있게 잘 읽었어용"
"5","2021.01.03","처음 남겨 보네요. 읽는 내내 오랜만에 많이 행복했습니다. 예상 외로 독자를 많이 흔드는 스펙터클한 책이네요!"
"4","2021.01.03","가볍게 읽기 좋은 어른용 동화"
"4","2021.01.03","창의력, 소재, 아이디어 등등은 100점인데 작가님의 필력이 못따라와주는 느낌. 소재의 참신함은 정말 좋은데 몰입력이 안따라줘서 읽다가 뚝뚝 집중력이 끊겨요ㅋㅋ 그러다가 궁금해서 또 꾸역꾸역 읽으면 또 내용은 좋아서 재밌고. 앞으로 이후의 작품이 더 기대되는 작가님이네요"
"1","2021.01.03","재미없던데요 .. 평점들이 공감이 안되네요."
"5","2021.01.02","역시 소설은 술술 읽히면서 넘어가는 맛이죠^^ 내용도 참신, 기발하고 따듯한 감동도 있네요~~ 전 마니 좋았어요^^"
"5","2021.01.02","별점이 짜네요. 술술읽히고 재미있었어요~! 자칫 유치할수도있는 내용이었는데 잘 풀어내신듯"
"5","2021.01.02","가볍게 읽기 좋아요. 후속편이 있었으면 하는 바램입니다. 개성적인 캐릭터들을 이렇게 떠나보내기 아쉽네요. 가끔은 이렇게 동화같은 책도 좋은것 같아요."
"3","2021.01.01","글쎄요~좀 지루한 듯ㅠㅠ 겨우 다 읽었어요"
"3","2021.01.01","설정은 있지만 주제는 없는 서사"
"5","2021.01.01","따뜻한 감동이 있습니다^^"
"4","2020.12.31","무난하게 따듯한 소설, 그 이상을 기대하면 실망할지도. 갈등이 없어서 기승전결도 없는 힐링 소설"
"5","2020.12.31","생각지도 못한 재미난 소재로 지어진 내용이라.. 시간 가는 줄 모르고 읽었습니다. 시간이 지나면 다시 한 번 읽어보고 싶네요~^^"
"5","2020.12.31","이 것이 한국 소설이었군요 처음으로 끝까지 읽은 ????  책 입니다 정말 재미있어요ㆍ  다시 읽고 싶어지는 책"
"5","2020.12.30","저자가 한국인인줄 모르고 읽다 마지막에 알았어요 재밌고 신선하고 술술 읽힙니다 추천해요"
"4","2020.12.30","한국소설인줄 모르고 보다가 놀랬네요. 가볍게 읽히는책입니다."
"5","2020.12.30","작가를 모르고 읽었더라면 일본소설일거라 샹각했을거예요. 한국인이 이런 상상적인 소설을 쓰셨더니 일단 독자로써 행복하네요. 읽을거리가 다양하고 풍요로워지는거니까요. 계속 상상의 나래를 펴서 다양한 이야기를 만들어 주세요."
"3","2020.12.29","소재만 참신합니다 !"
"5","2020.12.28","이 다음이 궁금해지는 소설이었어요. 재밌게 잘 읽었습니다"
"4","2020.12.28","오랜만에 너무 즐겁게 읽었네요 감사합니다~!"
"5","2020.12.28","잠자는 시간, 꿈꾸는 시간에 대해서 좀 더 생각하게 하는 책이었어요. 꿈을 자주 꾸는 편이라 더 와 닿았나봐요. 재미있었습니다."
"5","2020.12.27","어른들을 위한 동화 같았습니다. 책을 읽는 내내 화려한 배경과 백화점 내부 등 모든것들을 선명하게 상상할 수 있었습니다. 읽는 내내 행복했으며 내가 꾸었던 꿈들에 대해서도 다시 생각해 볼 수 있었습니다. 제 인생에서 아주 큰 트라우마로 남은 사건이 매번 꿈에서 똑같이 재생될때마다 괴로웠는데 이제는 괴롭다고 느끼지 않고 극복할 수 있게 용기를 주네요.."
"5","2020.12.26","최고의 소설이네요 마지막엔 눈물 한바가지 흘렸어요"
"5","2020.12.26","이 소설을 읽은 후 꿈을 꾸면 나의 오늘 꿈값은 뭘까 ? 라는 생각에 행복합니다"
"4","2020.12.26","이젠 악몽을 꾸더라도, 달러구트에게 자신감과 자부심으로 꿈값을 지불한 채 더이상 무서워하지 않을 것 같다."
"5","2020.12.25","마치 디즈니 픽사의 영화를 보는듯한 기분이였어요! 아기자기하고 재미있습니다!"
"5","2020.12.22","간만에 재밌게 봤습니다"
"5","2020.12.22","상상력이 풍부하네요"
"5","2020.12.22","달러구트는 이름이 달러구트지만 이정재가 너무 잘어울릴 것 같다. 내내 이정재로 상상하면서 읽음 ㅋㅋㅋ 시리즈로 다음권도 내주세요. 작가님!"
"5","2020.12.21","첫 작품이 이정도 수준이면 앞으로가 더욱 기대되는 작가입니다. 꿈이라는 추상적인 소재를 구체적으로 공감할수 있는 소재로 잘 표현했네요!"
"5","2020.12.20","상상력 감탄스럽고 드라마로 나오길 바랍니다!!!"
"5","2020.12.19","한국의 조앤롤링 아닌가요? 상상력이 대단하네요. 흥미롭고 감동적이고 인상깊었어요. 읽으면서 다양하게 상상할 수 있어서 좋았어요. 시리즈로 나와도 넘 좋을 것 같고, 시리즈로 나올 수도 있을 것 같고, 꼭 시리즈로 나오고 영화로도 나왔으면 좋겠어요. 정말 잘 읽었습니다~~"
"3","2020.12.19","책내용은 좋지만 마무리가 맺어지지 않은 느낌"
"4","2020.12.19","드라마로 나오면 좋을 거 같아요.  당연히 우리나라 소설 아닐거라 생각했는데 놀랐어요.  읽는내내 상상하게 되서 좋았습니다^^"
"4","2020.12.17","개인적으로는 아주 만족스럽게 읽고 친구한테 선물할 정도였습니다. 다만 처음에는 작가가 한국 사람이 아니라 외국 사람이고 번역한 책인 줄 알았습니다. 번역체 때문에 가독성이 떨어지고 하고 싶은 말에 비해 가볍다는 느낌이 어쩔 수 없이 드는 것 같습니다."
"5","2020.12.16","가볍게 읽어넘기던 책장에 어느순간 깊이 빠져버려 나의 일상을 대입하고 있었다. ‘내가 그랬는데!’ 공감하면서 혹시 정말 꿈백화점이란게 존재하지 않을까 하는 찰나의 재밌는 생각도 해보고.   읽다보면 느끼겠지만 이 작가님의 상상략과 창의력은 어디까지일까 그저 놀랍기만 하다. 그럴듯하지만 누구도 쉽게 생각해내지 못하는 상상에 상상일 뿐인데 독자가 공감하게하고 피식피식 웃게만드는 능력은 정말 대단하다!"
"5","2020.12.16","마음이 몽글몽글해지는 책이내요☺️"
"4","2020.12.16","완벽해보이지만 완벽하지않는,완벽할수없는 것.... 우리의 삶 그러기에 무엇이든 가능할것이다!! 죽은후 가족이나 사랑하는 누구에게 꿈을 배달.. 너무좋은발상"
"5","2020.12.15","드라마나 영화로 만들어도 너무 좋을것같아요! 언제 다읽었나싶게 시간이 후딱 지나버렸네요. 오늘 밤엔 저도 꿈 백화점에 들러 좋은꿈 사고싶네요♡"
"4","2020.12.15","독특한 주제와 아이디어의 판타지물에 그치는 것이 아니다. 짠한 여운이 좋다."
"4","2020.12.15","가볍게 읽기 좋았어요. 다양한 연령대가 읽을 수 있고 공감할 수 있는 내용. 사실 꿈이 기분 좋았던 적이 단 한번도 없어서 저는 달러구트씨가 이상한것만 판건지 아니면 제가 매번 늦게 잠이 들어 달러구트 백화점 말고 요정들이 파는 싸구려 꿈을 산건지 알 수 없네요. 책을 읽으면서 언젠가 이런 멋진 꿈을 꾸게 된다면 내 생활이 좀더 활기차게 되지 않을까 하는 생각이들었어요."
"5","2020.12.15","삶에 지친 어른들을 위한 동화!"
"4","2020.12.14","""어른을 위한 동화책""이라는 평가가 딱 맞는 책입니다. 꿈에 대한 기발한 상상력과 우리가 꿈에 대해 어렴풋이 생각해왔던 관념들을 엮어서 아주 재미있게 표현했습니다. 매우 쉬운 단어로 구성되어 누구나 쉽게 읽을 수 있고, 메시지들도 명확합니다.   자극적이지 않아서 깊은 몰입감을 주지는 않지만, 그런 책들이 주는 느낌과 또 다른 따뜻한 감정을 느끼게 해주는 책입니다."
"5","2020.12.11","킬링타임용 깊은내용보단 가볍게 읽히는 책"
"5","2020.12.10","읽으면서 연락하고싶은 사람들이 많이 많이 생각 났어요 잔잔하게 느껴지는 이 감정이 너무 좋아요"
"5","2020.12.09","편하게 읽기 좋았어요. 마지막 내용이 마음에 많이 남는거 같네요."
"5","2020.12.09","잔잔한 여운이 있는 책이에요"
"4","2020.12.08","잔잔한 어른을 위한 동화책이에요.  뒤쪽 페이지편에 손자와 할머니에 관한 꿈 섹션에서는 한국에 계시는 어머니 생각이 나 눈물이..ㅎㅎ..오늘 전화 드려야 겠어요."
"4","2020.12.08","소설의 질을 떠나서 한국작가의 책이라는데서 놀랐음.  그리고 킬링타임용 책이나 동화책으로는 진짜 좋은 것 같음."
"5","2020.12.07","작품성이 최고는 아니라도 잔잔하니 겨울에 따뜻한 차 한잔 하면서 읽으면 좋은 책 같아요. 작가님 다음 책도 기대되요."
"5","2020.12.07","그냥 잔잔하게 읽기 좋은 소설 동심으로 돌아가는 느낌도 있고, 꿈에대한 생각의 전환 같은 소설이였다. 내 눈꺼풀저울은 누가 항상 만지나봄..."
"4","2020.12.06","후다닥 읽기좋은 소설, 조금 유아소설 같은 느낌도 있네요."
"4","2020.12.05","초반에는 좀 지루했는데. 전개되는 스토리 상상력이 나아지면서 꿈과 현실의 이어지는 에피소도를 재미있게 읽었네요"
"5","2020.12.02","정말 상상력이 대단한 작가입니다... 가볍게 읽기좋아요"
"4","2020.12.02","감정을 자극하는 신비로운 동화"
"5","2020.12.01","좋아요 다시보는책ㅇ에요"
"5","2020.11.30","해리포터의 호그스미드에 나오는 위즐리 형제의 장난감 가게를 보는 것 같은 느낌이 들었어요.   신입사원인 페니가 첫 입사하는 두근거림부터 고객이 꿈으로 좋은 결과를 얻었을 때 느낀 뿌듯함까지. 나이먹고 느끼기 힘든 감정을 다시 느낄 수 있었습니다.   이제 악몽 꿔도 별로 안무섭겠네요. ㅎㅎ"
"1","2020.11.30","이책이 왜? 누구 설명좀 해 주세요. 낚인기분이"
"5","2020.11.30","나도 내가 원하는 꿈을 사서 꾸고싶다"
"5","2020.11.28","편안하게 보기에 좋은 소설이네요. 금방 다 읽었어요. 중간중간에 좋은 구절들이 있어서 마음에 와닿았어요. 가슴이 따뜻해지기도 하고 편안해지는 소설이었습니다."
"5","2020.11.27","크리스마스가 다가오는 계절에 어울리는 책인거같아요 재밌게 읽었습니다 개인적으로 감성이 잘 맞네요"
"5","2020.11.26","2020년을 한 달 남긴 때 보게 된 책, 추운 날 마음이 너무 따뜻해졌다.  이 글은 마치 나를 옛날에 꿈꾸던 꿈 속으로 들어가게 해 주었고, 어릴 떄부터 봐온 만화와 영화 속으로 들어가게 해주었다. 하지만 무엇보다 책이기에 더욱 행복했던 건 상상할 수 있어서 너무 좋았던 것이다.  판타지 같은 세계 속에 마냥 판타지만 있는 것이 아닌, 나와 비슷한 경험을 갖고 있는 인물들이 등장해 더욱 그 백화점에 내가 들어가 있는 것 같았다.  그 안에서 위로를 얻고 꿈을 찾아 너무 따뜻한 독서 시간이었다.  감사해요 !"
"5","2020.11.23","해외시장에 내놓아도 손색없는 스토리 전개와 탄탄탄한 구성. 한국형 판타지의 전형이 될 것 같습니다."
"5","2020.11.22","책 리뷰 처음 남겨 봅니다. 한국형 해리포터라는 말이 절로 나오는 몰입감을 선사해주신 작가님께 감사 드립니다. 종이책으로도 사서 우리 딸이 크면 나중에 보여줘야겠다는 생각이 들 정도로 재밌고 감동도 있고 교훈도 있는 좋은 책입니다."
"1","2020.11.22","이책왜유명한지 모르겠어요 . 왠만하면 책 다 재밌게 읽는편인데 이책은 뭐랄까. 억지같은 느낌의 책이였어요"
"5","2020.11.22","참신한 소재와 마음이 뭉클해지는 간만에 술술 읽히는 소설이었네요!"
"5","2020.11.21","한편의 동화를 읽은 것 같네요. 이미예 작가님 응원합니다."
"5","2020.11.20","정말 재밌게 봤어요! 독특한 소재임에도 굉장히 편안하게 술술 읽혔어요."
"5","2020.11.20","참신한 소재로 재밌게 읽었네요 부담없이 읽을수 있어서 좋았어요^^*"
"5","2020.11.19","기대하지않았는데 재밌었습니다"
"4","2020.11.19","어른들을 위한 동화같은 이야기. 뭉클한 에피소드와 따뜻한 소설입니다. 가볍고 편안하게 읽기 좋은 책입니다."
"5","2020.11.19","내가 상상해내지 못한 공간과 시간을 만들어준 책. 한 번도 만나지 못했던 공간을 눈으로 보는 것처럼 만들어주는 책. 독특한 소재와 이야기들이 잔잔하게 담겨있어요. 따뜻하고 재미있어요."
