rating,date,content,content_len,content_preprocess,content_word_count,year,month,sentiment,bow_가다,bow_가볍다,bow_감동,bow_기분,bow_꾸다,bow_내용,bow_동화,bow_따뜻하다,bow_마음,bow_마지막,bow_많다,bow_백화점,bow_사람,bow_상상,bow_상상력,bow_생각,bow_소재,bow_술술,bow_시간,bow_신선하다,bow_어른,bow_이렇다,bow_읽히다,bow_작가,bow_잔잔하다,bow_재미있다,bow_재밌다,bow_좋다,bow_추천,bow_한국
5,2021-08-07,쉽게 읽히고 상상력을 자극하되 몽글몽글 아릿한 그리움도 건드리고마는 즐거운 책이었어요 2권도 읽어보고싶어요,59,쉬다 읽히다 상상력 자극 아릿하다 그리움 건드리다 고마 즐겁다 2 권,12,2021,8,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2021-08-05,꿈에 대한 기분좋은 상상력은 있으나 통찰력은 느껴지지 않았다. 아기자기한 이야기들은 그 이상의 사고를 유발하지 못해 아쉬웠다. 특별한 이야기 같았지만 조금 더 특별할 필요가 있었다.,101,꿈 대한 기분 좋다 상상력 통찰 느껴지다 아기자기하다 이상 사고 유발 아쉽다 특별하다 조금 특별하다 필요,24,2021,8,neutral,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2021-07-30,"사랑스러운 이야기, 사랑스러운 등장인물, 마음이 정화되는 소설을 선물 받은 것 같다. 집에서 조용히 맥주 마시면서 이야기를 음미하기 좋은 책",78,사랑스럽다 사랑스럽다 등장인물 마음 정화 선물 받다 집 조용하다 맥주 말다 음미 좋다,19,2021,7,positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2021-07-27,작가가 원래 하고 싶었던 이야기는 몇 쪽 안 되는 맨 마지막 장인 듯. 마지막 장의 두 장면만 빼고 억지로 분량 채우려 쓴 것처럼 지루하기 짝이 없는 이야기. 읽는 게 고역입니다.,100,작가 원래 몇 쪽 안 맨 마지막 장인 듯 마지막 장의 두 장면 빼다 억지로 분량 채우다 쓸다 지루하다 짝 게 고역,30,2021,7,negative,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,2021-07-26,마음이 따뜻해지네요,10,마음 따뜻하다,2,2021,7,positive,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-07-24,재미있어요. 꿈에 대해 다시 한 번 생각해보는 계기도 됐네요. 꿈은 내 무의식의 세계가 나타나는 거라는데 내 무의식에 담길 나를 위해 오늘도 즐겁게 지내야 겠어요.^^,93,재미있다 꿈 대해 다시 번 생각 해보다 계기 돼다 꿈 내 무의식 세계 나타나다 거 데 내 무의식 담기다 나르다 위해 오늘 즐겁다 지내다 겠다,24,2021,7,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2021-07-19,꿈을 파는 가게라는 설정이 독특하다. 창의적이면서도 일상적이고 따뜻한 글,40,꿈 팔다 가게 설정 독특하다 창의 면서 일상 따뜻하다 글,9,2021,7,positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-07-11,너무 재미있고 사랑스러운 이야기,17,재미있다 사랑스럽다,4,2021,7,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,2021-07-08,"잠자기 전, 상상력을 돋우는 책.  내용 자체는 잔잔한 흐름을 띄고 있어서 책을 읽다가 자거나, 시간을 때우는 용도로 편하게 읽을 수 있었습니다.",81,잠자다 전 상상력 돋다 내용 자체 잔잔하다 흐름 띄다 시간 때우다 용도 편하다,21,2021,7,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,2021-06-27,잠들기 전 책을 읽으며 잠드는편인데 술술 읽히고재밌었어요!,32,잠들다 전 잠들다 편 술술 읽히다 재밌다,7,2021,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3,2021-06-25,재미있고 금방 읽히기는 한데 저한테는 단지 그뿐이였어요. 전달하고자 하는 메세지가 뭐지? 하는 생각이 드네요.,61,재미있다 금방 읽히다 기다 테 단지 뿐 전달 메세지 뭐 생각 드네,14,2021,6,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,2021-06-12,책장이 술술 넘어갈 정도로 소재가 흥미로우나 주인공 성격과 꿈 아닌 현실 내용들이 와닿지 않아서 조금 아쉬웠습니다,63,책장 술술 넘어가다 정도 소재 흥미롭다 주인공 성격 꿈 현실 내용 오다 닿다 조금 아쉽다,16,2021,6,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-06-11,책 한권을 이렇게 빨리 읽은적이 있었나 하는 생각을 들게했던 책이었어요. '나도 손님이 되어 매일 밤 꾸고싶은 꿈을 고를 수 있다면 참 좋겠다'는 행복한 생각을 해봅니다.,95,권 적 생각 나다 손님 되어다 매일 밤 꾸다 꿈 고르다 차다 좋다 행복하다 생각 해보다,25,2021,6,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2021-06-11,"꿈에피소드들 마다 인물 들의 희노애락이 묻어나요. 자신의 삶에 만족하는 것, 할머니의 마끼아또 꿈을 생각하면 아직도 눈물이 도네요.",73,꿈 에피소드 마다 인물 희노애락 묻다 자신 삶 만족하다 할머니 마끼아또 꿈 생각 눈물 도,17,2021,6,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
