rating,date,content
5,2021.01.19,"큰 감동은 아니지만,, 소소한 에피소드 재미있게 읽었어요~"
5,2021.01.17,아직 못 읽어서 기대가 됩니다!
5,2021.01.11,"만족도에는 분명 개인차가 존재 하겠지만 저는 개인적으로 매우 만족했습니다. 엄청난 교훈을 주지도 그렇다고 손에 땀을 쥐는 긴장감이나 신기함을 주는 책은 전혀 아니지만 그냥 잔잔한 그 느낌이 딱 이책의 무드 인 것 같아요. 한 번쯤 해볼만한 상상. 정말 우리가 꿈을 꾸는 과정이 이렇다면 어떨까라는 생각을 해보게 됐다는 것 자체가 매우 흥미로웠습니다. 개인적으로 판타지 소설을 안좋아하는 편인데 이 정도의 힐링 판타지는 아주 쉽게 술술 읽힐 정도로 좋았네요. 엄청난 긴장감, 신기함을 원하시는 분이라면 만족이 안되실 수도 있지만 그냥 마음 편안히 쉽게 읽힐 책을 찾는 분이라면 추천드립니다."
5,2021.01.10,"주문하고 하루만에 배송되었구요~책상태 아주 깨끗합니다~
받고서 바로 읽기 시작했는데 점점 빠져들기 시작해서 이틀만에 다 읽었어요~^^ 상상하는 재미도 있고~ 책은 읽고픈데 잘 안 봐지는 분들께 추천해드려요~"
5,2021.01.09,"영화로 제작되면 개봉 당일 조조로 보고싶은 소설입니다.
꿈이라는 존재에 대해 과학적 사실이 아닌, 문학적 가설을 담고 있어요.
책이 술술 잘 읽히고 내용도 너무나 흥미로워서 책을 계속 읽고 싶은 마음과 어서 잠에 들어서 꿈을 꾸고 싶다는 생각이 동시에 들게 하는 책이에요. 잠들기 전에 읽기 딱 좋은 책이에요. 한국인들이 쉽게 이해할 수 있는 이야기들이 담겨있고, 동시에 판타지적 요소를 갖고 있어요."
5,2021.01.06,한번 잡으면 끝까지 보게 되는군요
5,2021.01.05,"와우, 한 페이지 한 페이지 넘길 때마다 작가의 기가 막힌 발상에 감탄 연발 중입니다. 어떻게 꿈이라는 소재를 이렇게 디테일하게 연구하신건지 대단합니다. 철두철미하게 플롯을 구성하신 것 같아요. 아직 수수께끼 영역으로 남아 있는 인간의 꿈이라는 영역을, 정말로 있음직하게, 현실과 소설 속 세계관의 아귀가 딱딱 맞아 떨어지는 이야기로 엮었어요. 이거 해리포터를 능가할 만큼 흥미진진한 소설입니다. 작가님 천재 소설가이신 듯. 이 소설의 좋은 영어번역서가 얼른 나와서 전세계인들이 이 매력 넘치는 소설을 즐길 수 있게 되기를 바랍니다(전세계적으로 해리포터 신드롬에 가까운 엄청난 반향을 일으키지 않을까 내심 기대해 봅니다). 새벽에 소설 읽으며 혼자 감탄에 감탄을 연발하다가, 이럴게 아니라 서평을 남겨 더 많은 사람들이 이 주옥같은 소설을 만날 수 있도록 일조하자,라는 생각이 들어 리뷰 남깁니다.
어마어마한 리뷰 숫자를 보니 저처럼 달러구트 꿈 백화점의 매력에 푹~ 빠지신 독자분들이 많은 것 같네요!
이런 재미있고 예쁘고 매력적인 소설을 만들어주신 작가님께 감사 드려요!~^^^^"
5,2021.01.05,잠들기 전에 이 책을 읽었는데 읽는 동안 기분 좋게 잠들 수 있었어요!
5,2020.12.31,마지막 페이지를 덮으면서도 아직 꿈백화점에 있는 느낌이었다.
5,2020.12.31,"298쪽이나 되는 책인데 이렇게 술술술 읽히다니 너무 신기했어요.너무 착 달라붙는 흡입력이 문어 빨판 같아서 좋았고, 처음부터 끝까지의 내용을 보면 모든 것이 다 머릿속에 상상되는 섬세함이 신비로워서 진짜 멋있는 글을 본 것 같았어요.그리고 이 책이 왜 베스트셀러인지 알 만한 책이었고 계속 보고싶어지게 만드는 것같아요,저는 이 책을 시리즈로 출시했으면 좋겠다는 소망이 책을 다 고 들었는데 정말 다음 시리즈 나왔으면 좋겠어요 !! 꿈을 사러온 손님들의 이야기도 재미있고 꿈 백화점에서 일하는 직원들이 이야기도 신선하고 에필로그이야기도 너무 재미있어서2020년의 좋은 추억으로 장식할 마지막 책이 된것 같아요!"
5,2020.12.30,"너무너무 재밌게 읽은책
잘 읽혀서 빨리 읽어버린게 아쉬운 책"
5,2020.12.30,"읽는동안 한 편의 동화를 읽은 것처럼 몽글몽글하고 따뜻해지는 기분이였어요 공감가는 문장도 많아서 작게 표시도 해놓을 정도로 좋았던,오래오래 기억에 남을책❤️"
5,2020.12.30,"오랜만에 재미있는 소설이었다.이렇게 독창적이면서도 밝은 소설이 좋다.작가의 상상력이 톡톡 튄다.요즘 미디어 시대에 소설이 설 자리가 있을까 했는데,역시 새로운 아이디어와 작품은 무한한가 보다.한국에서 조앤롤링같은 작가가 나오길 기대해 본다."
5,2020.12.30,연말에 마음이 어려지고 따듯해지는 책
5,2020.12.29,"청소년 뿐만 아니라 어른들을 위한 본격 힐링동화입니다. 잠을 사랑하시는 분들, 잠을 미뤄놓고 바쁜 일상을 사시는 분들, 그를 아우르는 모든 부류의 사람들에게 상상 이상의 이야기를 풀어냅니다. 또한 너무나 재미있고 가독성 좋게 작가님만의 꿈에 대한 아이디어와 힐링되는 이야기를 읽을 수 있어서 앉은 자리에서 하루 만에 다 읽었습니다. 추천합니다 감사드려요."
5,2020.12.29,아이가 정말 좋아하네요~~~^^
4,2020.12.29,평이 왜 극과 극인지 알겠어요. 어디에서 본듯한 아닌듯한 글이라서 뒤의 내용이 예측이...가능해서 흥미가 떨어지네요
5,2020.12.26,꿈을 살수있다는 생각이 너무 기발하고 신선해요.
5,2020.12.26,꿈에 대한 전혀 새로운 해석이 기발하고 재미있네요
5,2020.12.23,나도 꿈의 백화점에서 꿈을 주문할 수 있음 좋겠다.
5,2020.12.23,너무 재밌어요!세계관도 독특하고 어떻게 이런 이야기를 쓸 수 있었는지 작가님이 대단하다고 느꼈어요!
5,2020.12.22,집에만 있기 심심하여 구입...평점이 좋아서 만족하며 읽고 있어요^^~ 어른들의 동화책 이말이 맞는듯 하네요
5,2020.12.22,"오랫만에 동화같은 기분좋은 책을 읽었어요
연말에, 그리고 잠들기전에 딱 읽기좋아요
기분 좋아지는 책이라 지인에게도 크리스마스 선물 했어요"
5,2020.12.20,평소 경제 아니면 자기개발 서적을 주로 읽다가 소설이 읽고싶어 구매했습니다. 오랜만에 재밌는 책 찾은 것 같아요. 설렘소량!!!!
4,2020.12.20,"코로나시대 잠 잘자는것도 복 인것 같습니다
읽고 느낀것은 사람마다 다르겠지만~~ 어른 소설을 이렇게도 쓸수 있구나~잠들기전에 자유로운 영혼으로~편안하게 읽고 있습니다"
5,2020.12.20,"책 내용이 귀여워서 읽는 내내 웃음이 피식 나오는 책, 술술 읽혀서 좋았어요. 꿈을 꾸고 일어날 때 마다 이 책이 생각날 것 같아요."
5,2020.12.19,흥미로운 소재의 이야기에요♡ 연말에 힐링하기 좋으네요
5,2020.12.18,연말에 읽으면 좋을것 같아 취향이 비슷한 친구에게 선물하려고 한 권 더 샀어요. 따뜻함과 위로 받는 기분이 들어서 좋았습니다.
4,2020.12.18,내용은 잘읽혀어렵지 않지만 어딘가아쉽네요~^^
5,2020.12.17,기대에 좀 못미치긴했지만 읽는 내내 술술 읽혔고 여러종류의 꿈에 대해 알수있었다
4,2020.12.17,기대치가 높았는지 기대치에는 못미치네요.
4,2020.12.15,정말 꿈을 꾸면 이러한 세계가 존재할 것 같다는 생각이 들었던 소설이었어요~
5,2020.12.14,동화같이 가볍게 읽을 수 있는데 그안에서 많은 힐링 받았어요~
5,2020.12.13,실제로 어딘가 있을 것 만 같은 꿈 백화점 ㅎㅎ 귀엽고 사랑스러운 책 ^^
5,2020.12.13,아이가 재밌대요.
3,2020.12.12,"저는 조금 유치하고 지루한 책이었습니다
약간 일본 소설 느낌이었고 훈훈한 이야기 인것 같은데 제 마음이 너무 찌들어버린 어른이 된걸까요? 유치하고 흥미가 가지 않았어요ㅜ 읭? 그래서? 하는 마음으로 읽었어요ㅜ"
5,2020.12.12,"와... 진짜 너무너무 재밌어요! 책을 피고 끝까지 읽어보고 싶었던 것은 처음이에요!! 주변 지인들에게도 읽어보라고 추천해주고 싶은 책! 이 책을 읽으니까 꿈에 대해서 또 진지하게 생각하게 되네요.
오늘은 일찍 자야 될 것 같아요..!!!"
5,2020.12.10,달러구트를 읽으며 제가 있었으면 좋겠다고 믿는 허무맹랑한 세상이 또 생겨났지만 뭐 어때요 저는 저를 자유롭게 하는 것들에 집중하며 살고 싶은걸요!❣️
5,2020.12.10,아직 읽어보지 않았지만 참신하게 재밌을것같아요!
5,2020.12.09,읽는 동안 기분 좋았습니당ㅎ 읽고나서 드는 생각은 디즈니에서 영화로 만들어도 진짜 좋겠다 싶었어요
5,2020.12.08,"가독성이 좋아서 금방 읽었습니다.책장이 끝을 향해 갈 떄 아쉬움이 많이 남았습니다.내용이 너무 좋고, 꿈을 가진 사람이 많은 세상이었으면 좋겠습니다."
5,2020.12.08,"정말로 오래만에 따뜻한 소설을 만났습니다
삶이 허전하거나 과거의 회한이 조금이라도 남아 있다면 이소설을 추천합니다
오늘이,지금이... 밝아집니다"
5,2020.12.07,"가볍고 가독성 좋으며, 찡한 감동까지.. 오랜만에 재밌는 소설을 읽었어요. 정주행 여러번해도 좋을 것 같아요!"
5,2020.12.07,"기분좋아지는 책입니다.
마지막 부분에 너무 인상이 깊더라구요
인생에 만족하는 것도 방법이라는 말
그 전에 내가 노력해봤을까 생각하게되네요"
5,2020.12.06,처음에는 흥미진진한 이야기로 재미있어서 읽었는데 뒤에는 슬퍼서 너무 울어서 책이 다 젖었네요....
5,2020.12.05,선물해드렸는데 좋아하셔서 덩달아 저도 읽고 싶은 책입니다ㅎㅎ
5,2020.12.05,"소설 잘 안읽었는데 인기많다기에,, 과거 현재 미래 중에 나는 어디에 속하려 하는 사람인지 생각해보게 합니다"
4,2020.12.05,한번 읽을만한 책. 심심할때 좋으나 기대했던것보다 흥미롭지 않음. 다읽은지 좀 됐는데 교훈이 생각나지 않는다. 책 읽는데 속도 안나가는 사람한테 선물함.
5,2020.12.04,"책을 거의 다 읽었을 때 쯤, 다 읽었다는 것이 너무 아까워서 읽는것을 잠시 멈추었을 정도로 너무 재미있고 감동적인 작품 입니다. 몰입도도 뛰어난 책이며, 읽는 내내 다음 장면이 궁금하고 이번 장면이 소중하며 지나간 장면은 생생한 작품이었습니다. 가장 인상깊었던 구절은 킥 슬럼버의 수상소감이었습니다. 몰입감, 재미, 감동, 추억 그 어느 하나도 놓치지 않았던 작품입니다."
5,2020.12.04,"창의적이고 기발하고도 가벼운 판타지 소설같아요
일상적인 꿈을 주제로 한 책이라 어렵지 않게 술술 읽을 수 있고 감동적이고도 흥미로운 책이었어요"
5,2020.12.03,새로운 세계로 떠나는 모험은 언제나 설레는 모험이다.
5,2020.12.02,어른들을 위한 동화책 느낌으로 유쾌하게 읽었습니다
5,2020.12.02,"마음이 따뜻해지는 소설이네요
연말에 잘 어울리는"
5,2020.11.30,아직 읽어보진않았지만 다들 좋다고 하니 너무 기대돼요!
5,2020.11.26,"쉽게 읽히면서도 공감이 가는 부분이 있어 절로 웃음이 나오는 책이네요
뭔가 맘 한 켠이 따뜻해지는 느낌?? 원래 리뷰 안 쓰는 편인데 내용이 좋아서 다 읽기도 전에 한 번 써봤어요 암튼 추천드립니다!!ㅎㅎ"
5,2020.11.26,어른들에게 다시 아이와 같은 상상의 나래를 꿈과 함께 펼칠수 있게하는 흥미로운 작품입니다.
5,2020.11.26,잠들기전 저도 달러구트 꿈 백화점으로 가길 바라는 마음으로 재미있게 잘 읽었습니다
5,2020.11.25,한국 소설도 이런 느낌을 낼 수 있다는 게 신기했고 제가 편견을 가지고 있었던 것 같아서 반성하게 됐습니다.
5,2020.11.24,꿈이라는 무난하며 누구나 겪어보는 '꿈'이라는 이야기 주제로 임팩트 있는이야기. 오자마자 정독함! 사람들이 따뜻하다고 했는데 진짜 찐으로 따뜻함. 온수매트보다 따뜻쓰
5,2020.11.24,기발한생각을하셨어여..한번도생각해보지않았던..다른시점에서삶ㅈ을바라볼수있었습니다
5,2020.11.24,"정말 재밌게 읽었어요
무조건 추천입니다! 생각지못한 꿈에 대한 이야기"
5,2020.11.22,"읽을 페이지가 얼마 안남은게 넘 아쉬웠던. 괜시리 기분좋아지는 책.
오랜만에 다 읽고서 마음이 포근해지는 책을 만났습니다.~^^"
5,2020.11.22,재밌어요. 자는 동안에 일어날 수 있는 일이라고 생각이 들면서 잘 때마다 ‘나도 꿈 백화점에 가나?’라고 생각을 하네요.
4,2020.11.22,해리포터 이후에 오랫만에 아껴보게되네요!
5,2020.11.21,"책을 다 읽고난 뒤, 한 편의 애니메이션 영화를 본 기분이 들었어요. 각 캐릭터들의 이미지가 생생하게 펼쳐지는 따뜻한 소설!"
5,2020.11.20,자기 전에 읽기 좋네요 마음이 따뜻해지는 책입니다
5,2020.11.20,나도 들려봤겠지? 기억을 못하는걸거야.. 데자뷰!! 나도 그런적이 있는데!! 오늘밤 나는 무슨꿈을 사게 될까 상상하고 있습니다~
5,2020.11.20,"오랜만에 동심의 세계에 들어간거 같아서 너무 좋았습니다. 내용도 너무 따뜻하고, 꿈에 대해서 너무 귀엽고 새롭게 해석해서 신선했습니다. 연말에 읽기 좋을거 같아요."
5,2020.11.20,누구나 꾸는 남녀노소 누구라도 한번쯤 생각 해봤을 꿈이란 소재로 초반부터 몰입감이 좋네요. 따뜻한 기분을 느낄수 있어서 좋았습니다.
5,2020.11.19,오랜만에 술술 잘 읽히는 소설이였어요^^
4,2020.11.19,흡입력이 있는 책이예요 자기 전에 조금씩읽잔 생각으로 샀는데 조금씩 자제가 안돼요 ㅋㅋ 그만큼 뒷내용이 궁금해지고 재밌는 책입니다 약간 유치한것같은 그런 내용도 있긴 하지만 나름대로 동화같은 느낌도 있고 그러네요!
5,2020.11.19,항상 꿈을 많이 꾸는 내가 이상하고 일어나면 좋지 않았는데 꿈 백화점을 읽은 후엔 어떤 꿈을 꿀지 설레게 되고 꿈 많이 꾸는 나를 긍정적으로 생각하게 되었다.
5,2020.11.19,":달러구트 꿈백화점



잠들면 기억하고 서둘러 가지만 꿈을 사고

잠에서 깨면 잊어버리는 그곳, 달러구트

꿈 백화점에 페니는 면접을 보러 간다

여러 이야기를 하다 면접에서 붙었다. 페니는 여러층을

돌아다니다 결국 1층에서 일하기로 한다

1번째 1층 매니저가 급한일이 생겨서 페니는

꿈값으로 받은 감정을 돈으로 바꾸로 간다

그러나 은행사기범으로 인해 100만원 가치의

감정을 도둑 맞는다

2번째 꿈제작자 들끼리 정기총회를 벌였다

문제는 고객들이 자는것보다 재밌는 일 때문에

자지않아서 꿈을 안사는것인데 달러구트의

그럼더 좋은꿈을 만들자는 의견으로 정기총회는

끝난다

3번째 연말을 맞아 최고의 꿈제작자를

뽑는 연말 시상식이 시작 되었다 그중

정기총회에서 동물들에게 다정하게 음식을

나눠준 반쵸가 최고의 꿈제작자로 뽑히자

왠지 모르게 페니는 기뻤다

이상 요약 끝"
5,2020.11.19,한달에 한번 제 자신에게 선물하는 책입니다
5,2020.11.18,"7월에1쇄를 찍은책이 10월에 110쇄를 찍었다는것을 보고 과연 어떤책이길래 하고 구매했다
기대가 너무 커 재미가 덜 할줄 알았는데 완독후 따뜻하고 행복감이 남는 책이었다 한번 더 읽어야겠다는 생각이 들었다
독특한 아이디어보다 우리의 일상을 반영해서 아쉽다는 생각도 들었지만 꿈도 우리의 일상이지 하며 작가의 의도가 이것인가라는 생각이 들었다"
5,2020.11.17,"오랜만에 책 읽었는데 너무 따듯해지는 책이에요
요즘 외출도 잘 못하고 일하기도 싫고 재미도 없던 일상에
이 책을 읽으면서 흐뭇하게 미소 지으며 보게되네요
소름돋기도 하고 시련이나 악몽같던 꿈들이 트라우마 극복이나 자신감을 주는 내용은 제 무릎을 탁!치게 만듭니닿ㅎ
이 책을 읽게 도와준 다른 평점의 글들과 작가님 고맙습니다 ㅎㅎ"
5,2020.11.17,"신선하고 마음이 풍성해져요
좋은꿈을 꾸고 싶어지네요ㅎㅎ"
5,2020.11.17,도서관에서 인기가 많아 도저히 빌릴수가 없어 구매했어요~
5,2020.11.16,"겨울에 읽기좋은 따뜻한 내용이에요ㅎㅎ
좋은꿈꾸고싶다면얼른읽어보세요"
5,2020.11.16,"추천이 너무 많아서 기대하고 읽었는데도
정말 재밌고 신선하고 잘읽히고 최고에요!!"
4,2020.11.16,"조카 선물로 샀습니다.
제 취향은 아니지만 재밌고 술술 읽혀요"
5,2020.11.15,어른들을 위한 따뜻하고 아름다운 동화 한편 잘 읽었습니다.
4,2020.11.15,동화처럼 순수해요. 상상력이 참 좋네요.
4,2020.11.14,꿈속으로 향하는 여행같은 소설
5,2020.11.11,"잠들어야만 입장 가능한 꿈 백화점에서 일어나는
비밀스럽고도 기묘하며 가슴 뭉클한 판타지 소설"
5,2020.11.11,아직 읽지는 않았지만.. 기대가 되네요~잘 읽을게요 ㅎㅎ
5,2020.11.11,꿈꾸고 싶어 지네요. 몽환적이면서도 흥미를 유발하는 잼나는 책이네요
5,2020.11.11,책을 펴고부터 닫는 순간까지 즐거웠고 따뜻했습니다. 자기 전에 오늘은 무슨 꿈을 꾸게될까 기대하게되요 잠을 자는 일보다 더 즐거운 일이 이 책을 읽는 일이였습니다
5,2020.11.10,너무 재밌게 잘 읽었어요 마음이 따뜻해지는 책이네요
5,2020.11.10,빠르게 줄어드는 남은 페이지들을 보며 계속 아쉬워하게 되는 그런 책이다.
5,2020.11.10,"글 소재가 너무 기발하다.
한국인이 쓴 헤리포터가 사는 세상같은 느낌???
어른들을 위한 동화로 읽는 시간동안은 꿈을 꾸는듯한 휴식을
주기도 하는 책.. 영화나 드라마로 제작 안되나요?"
5,2020.11.10,꿈 백화점이라는 신선한 소재에 사로잡혀 읽어보았는데 내내 행복했어요 이제 눈꺼풀이 무거워질 때면 꼭 그 곳에 가는 중일 것만 같아 설레게 되었네요 좋은 책을 써주신 작가님께 감사드립니다!
4,2020.11.09,생각해보지 못했던 이야기라 흥미롭고 재밌어요!!
5,2020.11.09,재밌어요
5,2020.11.09,생각이 참 기발한 것 같아요
5,2020.11.08,꿈에 대해 이야기 하는 '꿈'같은 이야기.
5,2020.11.07,꿈에 대한 상상력 가득한 시간이었습니다. 오랜만에 즐거운 글 읽었네요^^ 귀여운 주인공들 한동안 잊혀지지 않을듯ㅎㅎ
4,2020.11.06,기대만큼은 아니고 스토리가 엄청 탄탄하거나 ㄷㅐ단한 결말이 있는건 아니지만 기발한 소재와 잘읽히는 문체가 좋았음
5,2020.11.06,인생책
5,2020.11.06,오늘 받아보았습니다. 너무 기대됩니다. 빨리 읽고나서 울 아들에게도 읽어보라 하려구요
5,2020.11.06,기대안하고 읽었는데 너무 재밌네요 꼭 읽어보세요
5,2020.11.06,아직 다 안읽었지만 리뷰가 좋아 무척 기대됩니다
4,2020.11.05,중학생 아이가 좋아해요
5,2020.11.05,책을 읽으면서 그 마을에 온 것처럼 머리속이 풍부해지고 겨울느낌도 나면서 너무 좋았어요. 마지막부분에서는 펑펑 울기도하고 마음 따뜻했던 책이였어요..
5,2020.11.05,어른들의 동화같은 이야기.... 읽는 내내 행복했습니다.
5,2020.11.05,꿈을 꾸면 내가 느끼는 감정이 꿈백화점으로 가서 직원들이 유용하게 쓸지 궁금해지는 책이었다.
5,2020.11.05,"자기 전 읽기 좋아요
캔들 켜놓고 자기전에 침대에서 읽으면 책의 내용이 더 흥미롭게 느껴집니다."
4,2020.11.05,가볍게 읽기엔... 슬프다.
5,2020.11.03,저녁시간에 읽으면 더 좋다. 강추
5,2020.11.03,포근하고 기분좋은 읽는 꿈
5,2020.11.03,"원래 소설책을 안 좋아하는데 이번에 끌려서 구매했어요!
책도 가볍고 마음 비우고 가볍게 읽기 좋아요."
5,2020.11.03,어떻게 이런 생각을 했는지 보는 내내 미소가 지어지는 책이었다 힐링되는 에세이와는 또다른 힐링. 훈훈한 책.
5,2020.11.03,상상만으로도 즐겁고 멋진 소설입니다.
5,2020.11.02,유명한 책이라 구입했는데 술술 읽혀요^^
5,2020.11.02,"정말 이 책을 읽은 동안 많은걸 상상하고, 머릿속에서 황홀한 순간들이였던거같애요. 주인공 페니가 너무 부럽고 행복해보였어요. 달러구트의 꿈 백화점 두번째 이야기가 나오길 간절히 바랄게요."
5,2020.11.02,가슴이 콩당콩당
5,2020.11.01,술술 잘 읽히고 잠시 쉬어갈수 있는 책 입니다.
5,2020.11.01,좋아요ㅠㅠ
5,2020.10.31,겨우46쪽을 읽었을 뿐인데 재미있다!! 어떻게 이런 상상을 하지 싶다 평소 꿈을 자주 편이라 더 흥미로웠고 친구에게 선물 하고 싶다
5,2020.10.31,재밌다는 얘기를 많이들어서 샀습니다 좋아요
5,2020.10.31,청소년 소설 1위라 샀어요 역시네요~ 재밌어요
5,2020.10.29,오랜만에 설레는 마음으로 구입했습니다^^
5,2020.10.29,어떻게 이런 발상을 했는지 신기했고 마음이 따뜻해지는 책이에요청소년 도서라지만 어른들이 읽어도 좋네요
4,2020.10.28,뒤로 갈수록 감동이 와요
5,2020.10.28,"추천 몱록이길래 함 읽어봤어요
음.. 생각을 하게되는거 같기도하고 먼가 동화같지만 동화같지 않은 내용이랄까.."
5,2020.10.27,"일찍 잠들고 싶은 생각이
들어요 ㅎㅎㅎ 그리고 악몽이나 좋지
않은 꿈을 꾸어도 뭔가 예전처럼 무섭거나 하지 않아여"
5,2020.10.27,어른을 위한 달달한 동화책같아요. 꿈많이꾸는 제가 혹시 밤마다 달러구트 꿈백화점에 다녀오는건 아닌지 아이같은 상상을 해봅니다.
5,2020.10.27,리뷰도 좋고 추천을 많이 받아서 구매했는데 좋네요~ 잘 읽히는 소설입니다~^^
5,2020.10.26,간만에 마음이 따뜻해지는 뭉클한 책을 발견했네요 추천하고싶어요
5,2020.10.26,"마지막쯤에 너무 슬퍼서 진짜 울컥하고 꿈에 대해서 생각을 해보게되었고, 달러구트라 꿈의 백화점이 있다면 가보고 싶은 느낌도 많이 들었고 여운이 많이 남는 책이다."
5,2020.10.26,"킥 슬럼버의 소감이 인상깊었던...
소감을 다시읽고다시읽게됬습니다."
5,2020.10.26,"일단 책의 소재가 신선해서 초반부부터 술술 잘 읽혔고, 한번 읽기 시작하니 멈출 수가 없더라구요! 너무 재밌게 잘 읽혔던 책 :)"
5,2020.10.25,술술 읽혔고 보는 내내 설레이게 읽었어요
5,2020.10.24,"소재가 신선하네요.
그리고 자극적인 내용없이도
재미도 있고 여운도 있네요."
5,2020.10.24,되게 오랜만에 푹 빠져서 읽은 책이에요~^^
4,2020.10.24,우연히 인터넷 보다가 책을 구입해서 읽었는데...재미있어 슬슬 잘 읽혔다 재미지게~~~
5,2020.10.23,아껴서 읽는 중입니다 ㅠㅠㅠ
5,2020.10.23,이 책을 읽으면 기분이 좋아요. 아무도 없는 새벽에 읽으면 몰입이 더 잘되는 느낌 ㅎㅎ
4,2020.10.23,"아이가 읽고싶다고 해서 사줬는데 글밥이.제법 있어서 3학년아이가 읽기 힘들까도 싶었어요.
재미있다네요
저도 읽어보려구요"
5,2020.10.22,예쁜 동화같은 소설이네요. 애니메이션으로 제작해도 손색이 없어 보입니다.
4,2020.10.22,"정말 가볍게 잘읽히기는 해요, 평들이 너무 좋아서 너무 기대했는지 기대보다는 못미치는거 같아요ㅜ 평소에 무거운느낌의 책읽는걸 부담스러워하시는 분들은 읽기 좋을거 같네요."
5,2020.10.21,올해 읽은 책중에 가장 마음이 따뜻해지는 책이었습니다.
5,2020.10.21,좋아요
5,2020.10.19,한국판 해리포터를 만난 기쁨을 준 올해의 인생 책~!!!
4,2020.10.19,매장에서 서서 읽다가 뒷이야기가 궁금해서 산책
5,2020.10.19,아직 읽어보진 않았지만 힐링될 것 같아서 기대되요~~
5,2020.10.19,"책을 읽었지만 잘 만들어진 영화를 본 듯한 따뜻한 느낌.
꿈에대한 신선한 아이디어가 환상의 세계로 이끈다."
5,2020.10.19,"너무 좋아요..
요즘처럼 추운계절에 마음이 따뜻해지는 책이네요^^"
5,2020.10.19,"즐거운 마음으로 재밌게 읽었습니다.
꿈속에서 저도 달러구트 꿈의 백화점에 가보고 싶어지네요~:)"
4,2020.10.18,"저 진짜 리뷰 잘 안쓰는데 이건 쓰게 만드네요.
저는 책 진짜 흠나는거 엄청 싫어하는데 택배 아저씨들도 픽픽 던지고
배송 중에 다 찍혀서 왔네요.
보내실 때는 말짱했을텐데 봉투 안에 완충재로 포장된 것도 아니고 달랑 책만 보내니 흠나는거겠죠?
주의스티커를 붙여고 포장 잘 해주시면 좋겠어요. 앞으로 계속 이곳에서 책 사려고 하는 사람으로서 부탁입니다."
5,2020.10.18,재미있어요 어른을 위한 선물입니다
5,2020.10.18,상상하면서 빠져들어 읽게 돼요 너무너무 재밌어요!
5,2020.10.18,재미있다고 잘 읽네요. 식구 모두 잘 읽을 수 있는 책 오랫만입니다.
5,2020.10.18,"달러구트백화점에 매일 밤 들러서 제작자들의 모든 꿈을 다시 꾸고 싶네요^^ 제가 꾸던 꿈들이 여기에 대부분 나오는데, 달러구트 꿈백화점에 나도 모르게 다녀왔었구나~~환상적입니다^^"
5,2020.10.17,어른들이 읽기에 너무 좋은 힐링서네요 추천합니다
5,2020.10.16,"아이가 처음에
두껍다고
중얼중얼 하더니
앞부분 좀 넘기더니 재밌다고 잘 읽네요"
5,2020.10.16,"술술 잘 읽히는 책. 크게 무거운 내용이 없는데 내가 당연하게 여기고 쉽게 지나쳐 간 것들에 대해 다시 생각해보게 만든다.

매일의 일상이 퇴근 후 자유시간을 늘리고자 어떻게든 잠들지 않고 오래 버텨보려다 다음날 좀비처럼 출근.. 또 퇴근. 의 반복.

이 책을 읽고 잠드는 시간이 아깝지 않게 느껴졌다.
드라마 하나를 봐도, 혹시 이 내용이 오늘 꿈에 나오지는 않을까. 순간순간 조금 더 긍정적인 생각을 해보자. 하고 설레는 상상을 하게 되었다."
5,2020.10.16,"오우!! 대박 외국유명작가가 쓴듯한느낌입니다.진짜 잘읽히고, 재밋네요. 대박.!!!"
5,2020.10.16,성인들이 읽어도 괜찮은 동화같아요 마음 따뜻해지네요
5,2020.10.16,어른들이 읽으면 좋을 판타지 책이라는 말이 딱 적절한 책이에요. 흥미진진한 이야기 전개탓에 몰입해서 순식간에 읽었습니다. 추천해요.
5,2020.10.15,"반지의제왕, 호빗, 해리포터, 나니아연대기 등 판타지를 좋아하고 원래 책을 잘 못읽는데 너무 재밌어요 ㅎㅎ 진짜 꿈꾸는게 기대될정도네요"
5,2020.10.15,"정말 오랫만에 재미있게본 소설책!!
매일밤마다 어떤꿈을 꾸게될지 왠지 나도모르게 기대하게된다ㅎㅎㅎ"
5,2020.10.15,재밌고 슬프고 감동적이고!^^
5,2020.10.14,소재가 너무 신선하고 재밌어요!ㅎㅎ 판타지 소설 오랜만에 읽는데 괜히 설레고 상상하면서 읽는 재미가 있네요ㅎㅎ
5,2020.10.14,책을 다 읽고 빨리 잠이들어 꿈을 꾸고 싶었어요한국소설중 보기드믄 참신하고 상상력이 풍부한 판타지 소설이었습니다 세계관도 탄탄하고 재미와 감동도 있고 작가님의 다음 차기작도 빨리 만나보고 싶어요^^
5,2020.10.14,너무 재밌어요ㅠ 마음에 들어요
5,2020.10.13,언젠가 한번쯤 상상해봤었던 그런이야기이다. 그리고 어딘가에 아마도 이런 백화점이 있지 않을까? 하는 생각이 든다.
5,2020.10.12,소개글대로 힐링 판타지였습니다. 힐링만이라면 식상하겠지만 설정이 재밌어서 잘 읽었어요:) 후속작이 꼭 나왔으면 좋겠어요!
5,2020.10.12,소설을 좋아하지 않지만 베스트셀러여서 큰 기대없이 읽었지만 엄청나게 몰입해 순식간에 읽었습니다! 소재도 흥미롭고 재미있어요!!
